Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento (m/s);Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Enero;5;5/01/2018;9:00:00;28,7;29;26,5;72;23,1;0;WNW;0;1,3;WNW;28,7;32,6;32,6;38,2;1014;0;0;467;40,17;599;4;1,71;4,8;0;0,431;24,6;51;13,7;24,6;9,35;11.687;0,3;1227;5;98,6;60
Enero;5;5/01/2018;10:00:00;30,2;30,2;28,3;69;23,8;0;SE;0;1,8;SSE;30,2;35,3;35,3;40,7;1013,8;0;0;475;40,86;795;5,4;2,31;8;0;0,493;23,7;42;10;23,3;7,96;11.758;0,3;1247;5;100;60
Enero;5;5/01/2018;11:00:00;30,7;31,4;30,2;68;24,1;0;ESE;0;2,2;E;30,7;36,2;36,2;42,4;1012,8;0;0;584;50,23;842;7,1;3,04;8,8;0;0,516;24,3;43;10,9;24;8,05;11.713;0,41;1202;5;96,6;60
Enero;5;5/01/2018;12:00:00;31,8;31,8;30,7;63;23,9;0;WSW;0;1,8;E;31,8;37,4;37,4;43,1;1011,7;0;0;508;43,69;715;6,4;2,74;7,5;0;0,56;24,1;38;8,9;23,6;7,34;11.728;0,36;1216;5;97,7;60
Enero;5;5/01/2018;13:00:00;33,2;33,2;31,8;60;24,4;0,4;NNW;1,61;2,2;NE;33,2;40,2;40,2;47,3;1010,4;0;0;749;64,42;830;7,3;3,13;8,2;0;0,62;24,7;38;9,4;24,2;7,32;11.685;0,51;1230;5;98,9;60
Enero;5;5/01/2018;14:00:00;33,1;33,8;33,1;62;24,9;0,4;WSW;1,61;2,7;WSW;33,1;40,7;40,7;48,4;1009,6;0;0;622;53,5;701;5;2,14;6,3;0;0,616;25,2;37;9,4;24,6;7,2;11.657;0,43;1236;5;99,4;60
Enero;5;5/01/2018;15:00:00;32,5;33,1;32,3;64;24,8;0,4;W;1,61;2,2;WSW;32,5;39,8;39,8;44,8;1009,6;0;0;274;23,57;636;2,5;1,07;4,2;0;0,59;25,4;38;10,1;24,9;7,29;11.641;0,2;1242;5;99,8;60
Enero;5;5/01/2018;16:00:00;30,2;32,5;30,2;72;24,6;0;WSW;0;1,8;WSW;30,2;35,9;35,9;36,4;1010;0;0;104;8,95;179;0,7;0,3;1,3;0;0,493;26,8;43;13,2;26,5;8,04;11.559;0,08;1257;5;100;60
Enero;5;5/01/2018;17:00:00;27,3;30,1;27,3;62;19,4;0;ESE;0;1,8;SE;27,3;28,5;28,5;27,6;1010,5;0,2;0;22;1,89;51;0;0;0;0;0,375;27,6;54;17,5;28,2;9,75;11.479;0,03;1243;5;99,9;60
Enero;5;5/01/2018;18:00:00;26,6;27,3;26,6;57;17,4;0;---;0;0;---;26,6;27,1;27,1;25,8;1011;0;0;0;0;0;0;0;0;0;0,345;27,4;59;18,7;28,3;10,55;11.476;0,05;1239;5;99,6;60
Enero;5;5/01/2018;19:00:00;26,2;26,6;26,1;51;15,2;0;---;0;0;---;26,2;26,3;26,3;24,9;1011,5;0;0;0;0;0;0;0;0;0;0,326;26,9;61;18,8;27,9;10,95;11.497;0,05;1198;5;96,3;60
Enero;5;5/01/2018;20:00:00;25,6;26,2;25,6;48;13,8;0;---;0;0;---;25,6;25,6;25,6;24,1;1012,1;0;0;0;0;0;0;0;0;0;0,303;26,6;63;19;27,6;11,35;11.513;0,05;1222;5;98,2;60
Enero;5;5/01/2018;21:00:00;25,5;25,6;25,4;46;13;0;---;0;0;---;25,5;25,3;25,3;23,8;1012,2;0;0;0;0;0;0;0;0;0;0,299;26,3;64;18,9;27,2;11,56;11.528;0,05;1237;5;99,4;60
Enero;5;5/01/2018;22:00:00;25,1;25,5;25,1;41;10,9;0;---;0;0;---;25,1;24,7;24,7;23,1;1011,9;0;0;0;0;0;0;0;0;0;0,282;26;65;18,9;26,9;11,77;11.536;0,05;1236;5;99,4;60
Enero;5;5/01/2018;23:00:00;24,5;25,1;24,5;42;10,7;0;---;0;0;---;24,5;24,1;24,1;22,5;1011,7;0;0;0;0;0;0;0;0;0;0,257;25,8;67;19,2;26,8;12,18;11.537;0,05;1232;5;99;60
Enero;6;6/01/2018;0:00:00;24,1;24,5;24,1;42;10,4;0;---;0;0;---;24,1;23,8;23,8;22,2;1010,9;0;0;0;0;0;0;0;0;0;0,241;25,6;68;19,2;26,6;12,43;11.537;0,05;1235;5;99,3;60
Enero;6;6/01/2018;1:00:00;24;24,1;23,9;40;9,6;0;---;0;0;---;24;23,6;23,6;21,9;1010,3;0;0;0;0;0;0;0;0;0;0,236;25,3;69;19,2;26,3;12,65;11.537;0,05;1230;5;98,9;60
Enero;6;6/01/2018;2:00:00;23,8;24,2;23,8;46;11,5;0;---;0;0;---;23,8;23,6;23,6;22,1;1010,3;0;0;0;0;0;0;0;0;0;0,227;25,2;69;19,1;26,2;12,66;11.546;0,05;1239;5;99,6;60
Enero;6;6/01/2018;3:00:00;23,1;23,8;23,1;43;9,8;0;---;0;0;---;23,1;22,6;22,6;20,9;1010;0;0;0;0;0;0;0;0;0;0,197;24,9;70;19,1;26;12,91;11.551;0,05;1218;5;97,9;60
Enero;6;6/01/2018;4:00:00;22,6;23,1;22,6;41;8,7;0;---;0;0;---;22,6;21,8;21,8;20,1;1010,5;0;0;0;0;0;0;0;0;0;0,178;24,7;71;19,1;25,8;13,19;11.565;0,05;1215;5;97,7;60
Enero;6;6/01/2018;5:00:00;22,3;22,6;22,3;40;8,1;0;---;0;0;---;22,3;21,3;21,3;19,6;1011,4;0;0;0;0;0;0;0;0;0;0,167;24,6;71;18,9;25,6;13,2;11.586;0,05;1212;5;97,4;60
Enero;6;6/01/2018;6:00:00;22,5;22,5;22,3;40;8,2;0;---;0;0;---;22,5;21,6;21,6;20,1;1012,2;0;0;15;1,29;53;0;0;0;0;0,174;24,3;72;19;25,4;13,5;11.604;0,03;1226;5;98,6;60
Enero;6;6/01/2018;7:00:00;25,1;25,1;22,5;62;17,3;0;---;0;0;---;25,1;25,7;25,7;26,7;1012,9;0;0;78;6,71;121;0,2;0,09;0,8;0;0,282;24,4;72;19,1;25,6;13,49;11.605;0,05;1247;5;100;60
Enero;6;6/01/2018;8:00:00;27,2;27,2;25,1;69;21;0;W;0;1,8;SE;27,2;29;29;31,7;1013,1;0;0;189;16,26;283;1,6;0,69;2,4;0;0,37;24,8;72;19,4;26;13,45;11.586;0,13;1243;5;99,9;60
Enero;6;6/01/2018;9:00:00;28,6;28,6;27,2;72;23,1;0;SSE;0;1,8;SSE;28,6;32,4;32,4;37;1012,9;0;0;366;31,48;673;3,6;1,54;5,4;0;0,428;25,7;71;20;26,9;13,12;11.542;0,25;1235;5;99,3;60
Enero;6;6/01/2018;10:00:00;30,6;30,6;28,6;68;24;0,4;W;1,61;2,2;WSW;30,6;35,9;35,9;42,7;1012,1;0;0;679;58,4;742;6,6;2,83;7,7;0;0,509;26,7;70;20,8;28,3;12,84;11.479;0,43;1244;5;100;60
Enero;6;6/01/2018;11:00:00;32,5;32,6;30,6;65;25,1;0,4;WNW;1,61;1,8;WSW;32,5;40,1;40,1;46,9;1011,2;0;0;783;67,35;817;8,5;3,64;9;0;0,59;28,2;69;21,9;30,8;12,44;11.393;0,53;1254;5;100;60
Enero;6;6/01/2018;12:00:00;33,4;33,6;32,3;60;24,6;0,4;ESE;1,61;2,2;E;33,4;40,7;40,7;47,2;1009,9;0;0;809;69,58;851;8,6;3,69;9;0;0,627;29,6;68;23;33,7;12,24;11.305;0,56;1248;5;100;60
Enero;6;6/01/2018;13:00:00;32,5;33,3;32,5;66;25,3;0,4;W;1,61;3,1;W;32,5;40,4;40,4;47,1;1009,1;0;0;586;50,4;821;6,2;2,66;8,3;0;0,59;30,6;68;24;36,1;12,17;11.237;0,41;1261;5;100;60
Enero;6;6/01/2018;14:00:00;32,3;32,9;31,9;68;25,6;0,9;NW;3,22;3,6;NW;32,3;40,5;40,5;46,9;1008,3;0;0;469;40,34;752;4;1,71;5,3;0;0,581;30,9;68;24,3;36,5;12,14;11.209;0,33;1238;5;99,5;60
Enero;6;6/01/2018;15:00:00;30,8;32,3;30,8;70;24,7;0,9;NW;3,22;3,6;NW;30,8;36,8;36,8;40,7;1008,3;0;0;203;17,46;432;1,9;0,81;2,9;0;0,521;31,1;68;24,5;36,7;12,13;11.202;0,15;1242;5;99,8;60
Enero;6;6/01/2018;16:00:00;30,3;30,9;30,3;71;24,4;0,4;WNW;1,61;3,1;NNW;30,3;36;36;36,5;1008,6;0;0;103;8,86;156;0,8;0,34;1,3;0;0,498;30,7;68;24,1;36,2;12,16;11.224;0,08;1246;5;100;60
Enero;6;6/01/2018;17:00:00;28,8;30,3;28,8;72;23,2;0;NW;0;0,9;NW;28,8;32,8;32,8;32,2;1009,2;0;0;19;1,63;42;0;0;0;0;0,435;30,1;69;23,8;35,2;12,35;11.261;0,03;1243;5;99,9;60
Enero;6;6/01/2018;18:00:00;27;28,8;27;62;19,1;0;---;0;0;---;27;28;28;26,9;1009,8;0;0;0;0;0;0;0;0;0;0,361;29,4;70;23,4;33,8;12,55;11.301;0,03;1267;5;100;60
Enero;6;6/01/2018;19:00:00;26,2;27;26,2;52;15,6;0;---;0;0;---;26,2;26,4;26,4;25,2;1010,3;0;0;0;0;0;0;0;0;0;0,329;28,8;71;23;32,8;12,89;11.337;0,05;1228;5;98,7;60
Enero;6;6/01/2018;20:00:00;25,4;26,2;25,4;43;11,9;0;---;0;0;---;25,4;25,1;25,1;23,7;1010,8;0;0;0;0;0;0;0;0;0;0,294;28,3;72;22,7;31,6;13,25;11.369;0,05;1262;5;100;60
Enero;6;6/01/2018;21:00:00;25,2;25,4;25,2;40;10,7;0;---;0;0;---;25,2;24,8;24,8;23,3;1010,8;0;0;0;0;0;0;0;0;0;0,287;27,8;72;22,3;30,6;13,25;11.394;0,05;1253;5;100;60
Enero;6;6/01/2018;22:00:00;24,9;25,2;24,9;41;10,8;0;---;0;0;---;24,9;24,6;24,6;23,1;1010,8;0;0;0;0;0;0;0;0;0;0,275;27,4;73;22,1;29,8;13,62;11.414;0,05;1243;5;99,9;60
Enero;6;6/01/2018;23:00:00;24,5;25;24,5;39;9,6;0;---;0;0;---;24,5;24;24;22,5;1010,4;0;0;0;0;0;0;0;0;0;0,257;27,1;73;21,8;29,2;13,64;11.428;0,05;1239;5;99,6;60
Enero;7;7/01/2018;0:00:00;24;24,5;24;38;8,8;0;---;0;0;---;24;23,4;23,4;21,9;1009,6;0;0;0;0;0;0;0;0;0;0,236;26,7;74;21,7;28,7;13,95;11.434;0,05;1237;5;99,4;60
Enero;7;7/01/2018;1:00:00;23,8;24;23,8;38;8,7;0;---;0;0;---;23,8;23,3;23,3;21,7;1008,8;0;0;0;0;0;0;0;0;0;0,229;26,4;74;21,4;28,1;13,96;11.443;0,05;1235;5;99,3;60
Enero;7;7/01/2018;2:00:00;23,3;23,9;23,3;39;8,6;0;---;0;0;---;23,3;22,8;22,8;21,2;1008,8;0;0;0;0;0;0;0;0;0;0,208;26,2;75;21,4;27,9;14,35;11.451;0,05;1223;5;98,3;60
Enero;7;7/01/2018;3:00:00;23,1;23,3;23,1;40;8,8;0;---;0;0;---;23,1;22,5;22,5;20,9;1008,7;0;0;0;0;0;0;0;0;0;0,199;25,9;75;21,1;27,4;14,35;11.466;0,05;1217;5;97,8;60
Enero;7;7/01/2018;4:00:00;22,5;23,1;22,5;41;8,6;0;---;0;0;---;22,5;21,7;21,7;20,1;1009,1;0;0;0;0;0;0;0;0;0;0,174;25,6;75;20,8;27;14,35;11.489;0,05;1216;5;97,7;60
Enero;7;7/01/2018;5:00:00;22,4;22,6;22,4;41;8,5;0;---;0;0;---;22,4;21,6;21,6;20;1009,9;0;0;0;0;0;0;0;0;0;0,171;25,3;76;20,8;26,8;14,65;11.506;0,05;1221;5;98,2;60
Enero;7;7/01/2018;6:00:00;22,9;22,9;22,4;41;9;0;---;0;0;---;22,9;22,3;22,3;21;1010,5;0;0;14;1,2;58;0;0;0;0;0,192;25,2;76;20,6;26,6;14,65;11.523;0,03;1240;5;99,7;60
Enero;7;7/01/2018;7:00:00;24,4;24,4;22,9;42;10,6;0;---;0;0,4;N;24,4;24;24;24,9;1011,5;0;0;80;6,88;116;0,1;0,04;0,6;0;0,252;25,3;76;20,7;26,8;14,65;11.528;0,05;1220;5;98,1;60
Enero;7;7/01/2018;8:00:00;26,8;26,8;24,4;68;20,4;0;---;0;0;---;26,8;28,2;28,2;31,1;1012,2;0;0;201;17,29;415;1,5;0,64;2,6;0;0,352;25,6;76;21;27,1;14,65;11.522;0,13;1252;5;100;60
Enero;7;7/01/2018;9:00:00;28,8;29,4;26,8;72;23,2;0;NNW;0;1,3;NNW;28,8;32,8;32,8;37,9;1012,4;0;0;418;35,95;659;3,6;1,54;4,6;0;0,435;26,3;75;21,5;28,1;14,35;11.487;0,28;1249;5;100;60
Enero;7;7/01/2018;10:00:00;30,7;30,7;28,7;66;23,6;0,4;NW;1,61;2,2;NW;30,7;35,8;35,8;42,3;1011,9;0;0;635;54,62;765;6,2;2,66;7,7;0;0,516;27,4;73;22,1;29,8;13,62;11.427;0,43;1244;5;100;60
Enero;7;7/01/2018;11:00:00;31,4;31,7;30,7;66;24,3;0,4;NW;1,61;3,1;NW;31,4;37,1;37,1;43,9;1010,9;0;0;765;65,8;849;8;3,43;8,5;0;0,544;28,7;71;22,9;32,5;12,9;11.350;0,51;1255;5;100;60
Enero;7;7/01/2018;12:00:00;31,7;32,1;31,4;67;24,8;0,4;WSW;1,61;2,7;WSW;31,7;38,2;38,2;44,2;1009,6;0;0;549;47,22;888;6,7;2,87;8,6;0;0,556;29,8;70;23,7;34,6;12,55;11.280;0,38;1258;5;100;60
Enero;7;7/01/2018;13:00:00;31,3;32,6;31,3;68;24,7;0,4;WSW;1,61;2,2;NNW;31,3;37,4;37,4;42,4;1008,7;0;0;385;33,11;809;4,8;2,06;7,4;0;0,542;30,3;70;24,2;35,9;12,55;11.238;0,28;1260;5;100;60
Enero;7;7/01/2018;14:00:00;31,9;31,9;31;66;24,7;0,4;W;1,61;2,7;NNW;31,9;38,6;38,6;43,8;1008,1;0;0;358;30,79;670;3,2;1,37;4;0;0,565;30,4;70;24,4;36,2;12,55;11.225;0,25;1233;5;99,1;60
Enero;7;7/01/2018;15:00:00;30,4;32;30,4;70;24,3;0,4;W;1,61;2,7;NNW;30,4;36;36;40,3;1008,1;0;0;232;19,95;494;2;0,86;3,3;0;0,502;30,7;70;24,6;36,7;12,55;11.209;0,18;1252;5;100;60
Enero;7;7/01/2018;16:00:00;29,8;30,4;29,8;72;24,2;0;NW;0;2,2;WSW;29,8;35;35;35,8;1008,2;0;0;127;10,92;172;0,8;0,34;1,3;0;0,477;30,4;70;24,4;36,2;12,55;11.226;0,1;1258;5;100;60
Enero;7;7/01/2018;17:00:00;28,6;29,8;28,6;70;22,6;0;NW;0;0,9;NW;28,6;32,1;32,1;31,6;1009,3;0;0;31;2,67;83;0;0;0;0;0,428;30;71;24,2;35,3;12,85;11.259;0,03;1264;5;100;60
Enero;7;7/01/2018;18:00:00;26,5;28,6;26,5;72;21;0;E;0;3,6;SE;26,5;28,1;28,1;27,1;1009,8;0;0;0;0;0;0;0;0;0;0,34;29,3;71;23,5;33,7;12,86;11.305;0,03;1258;5;100;60
Enero;7;7/01/2018;19:00:00;25,9;26,5;25,9;68;19,5;0;---;0;0;---;25,9;26,9;26,9;25,9;1010;0;0;0;0;0;0;0;0;0;0,315;28,7;72;23,2;32,7;13,25;11.334;0,03;1243;5;99,9;60
Enero;7;7/01/2018;20:00:00;25,8;26,1;25,8;68;19,4;0;---;0;0;---;25,8;26,8;26,8;25,7;1010,3;0;0;0;0;0;0;0;0;0;0,31;28,4;72;22,9;31,8;13,25;11.356;0,03;1252;5;100;60
Enero;7;7/01/2018;21:00:00;25,3;25,8;25,3;53;15;0;---;0;0;---;25,3;25,4;25,4;24,1;1010,2;0;0;0;0;0;0;0;0;0;0,289;27,9;72;22,4;30,8;13,25;11.381;0,05;1218;5;97,9;60
Enero;7;7/01/2018;22:00:00;24,9;25,3;24,9;48;13,1;0;---;0;0;---;24,9;24,7;24,7;23,3;1010;0;0;0;0;0;0;0;0;0;0,273;27,6;73;22,3;30,2;13,62;11.393;0,05;1234;5;99,2;60
Enero;7;7/01/2018;23:00:00;24,8;24,9;24,8;46;12,4;0;---;0;0;---;24,8;24,6;24,6;23,2;1009,8;0;0;0;0;0;0;0;0;0;0,271;27,3;74;22,2;29,7;13,93;11.405;0,05;1233;5;99,1;60
Enero;8;8/01/2018;0:00:00;24,4;24,8;24,4;43;11;0;---;0;0;---;24,4;24,1;24,1;22,6;1009,1;0;0;0;0;0;0;0;0;0;0,252;27,1;74;22;29,3;13,94;11.409;0,05;1229;5;98,8;60
Enero;8;8/01/2018;1:00:00;24,1;24,4;24;39;9,2;0;---;0;0;---;24,1;23,6;23,6;21,9;1008,6;0;0;0;0;0;0;0;0;0;0,238;26,7;75;21,9;28,8;14,35;11.418;0,05;1241;5;99,8;60
Enero;8;8/01/2018;2:00:00;23,4;24,1;23,4;40;9;0;---;0;0;---;23,4;22,9;22,9;21,3;1008,8;0;0;0;0;0;0;0;0;0;0,211;26,4;75;21,6;28,2;14,35;11.439;0,05;1234;5;99,2;60
Enero;8;8/01/2018;3:00:00;22,9;23,4;22,9;39;8,2;0;---;0;0;---;22,9;22,2;22,2;20,6;1008,9;0;0;0;0;0;0;0;0;0;0,19;26,1;75;21,3;27,8;14,35;11.455;0,05;1232;5;99;60
Enero;8;8/01/2018;4:00:00;22,4;22,9;22,4;39;7,7;0;---;0;0;---;22,4;21,4;21,4;19,7;1008,9;0;0;0;0;0;0;0;0;0;0,169;25,8;76;21,2;27,4;14,65;11.471;0,05;1228;5;98,7;60
Enero;8;8/01/2018;5:00:00;22,2;22,4;22,2;39;7,6;0;---;0;0;---;22,2;21,1;21,1;19,4;1009,6;0;0;0;0;0;0;0;0;0;0,162;25,6;76;21;27,1;14,65;11.491;0,05;1238;5;99,5;60
Enero;8;8/01/2018;6:00:00;22,3;22,3;22;39;7,7;0;---;0;0;---;22,3;21,3;21,3;20,7;1010,6;0;0;14;1,2;47;0;0;0;0;0,167;25,3;76;20,8;26,8;14,65;11.515;0,03;1233;5;99,1;60
Enero;8;8/01/2018;7:00:00;24,2;24,2;22,3;47;12,2;0;---;0;0;---;24,2;24,1;24,1;24,8;1011,7;0;0;70;6,02;123;0,1;0,04;0,7;0;0,245;25,3;76;20,7;26,8;14,65;11.531;0,05;1217;5;97,8;60
Enero;8;8/01/2018;8:00:00;27,7;27,7;24,2;72;22,2;0;SW;0;0,4;SW;27,7;30,3;30,3;33,3;1012,1;0;0;202;17,37;380;1,6;0,69;2,8;0;0,391;25,7;76;21,1;27,2;14,65;11.514;0,13;1258;5;100;60
Enero;8;8/01/2018;9:00:00;30,8;30,8;27,7;63;22,9;0;---;0;0;---;30,8;35,2;35,2;41,3;1011,7;0;0;541;46,53;629;4,3;1,84;5,6;0;0,519;26,6;75;21,8;28,6;14,35;11.461;0,36;1275;5;100;60
Enero;8;8/01/2018;10:00:00;31,7;31,7;30,6;62;23,5;0,4;WNW;1,61;1,8;N;31,7;36,8;36,8;43,5;1010,9;0;0;694;59,69;751;6,8;2,91;7,8;0;0,556;27,8;73;22,5;30,7;13,61;11.390;0,48;1239;5;99,6;60
Enero;8;8/01/2018;11:00:00;32,8;32,8;31,7;59;23,7;0,4;WSW;1,61;2,2;WSW;32,8;38,8;38,8;45,5;1009,7;0;0;776;66,74;795;8,3;3,56;8,6;0;0,602;29,2;71;23,4;33,5;12,87;11.311;0,53;1258;5;100;60
Enero;8;8/01/2018;12:00:00;33,1;33,6;32,7;56;23,2;0,4;WSW;1,61;2,7;WSW;33,1;38,7;38,7;45,1;1008,5;0;0;796;68,46;826;8,5;3,64;8,7;0;0,616;30,4;69;24,1;35,9;12,35;11.235;0,56;1259;5;100;60
Enero;8;8/01/2018;13:00:00;33,2;34,1;33,1;56;23,3;0,9;WSW;3,22;3,6;W;33,2;39;39;45,9;1007,7;0;0;736;63,3;823;7,4;3,17;8,3;0;0,62;31,6;68;24,9;38,1;12,1;11.166;0,53;1252;5;100;60
Enero;8;8/01/2018;14:00:00;32,9;33,6;32,9;58;23,6;0,9;WSW;3,22;3,1;SW;32,9;38,9;38,9;46,1;1007,1;0;0;585;50,32;784;4,8;2,06;6,6;0;0,609;32,1;67;25,2;39,4;11,86;11.137;0,41;1256;5;100;60
Enero;8;8/01/2018;15:00:00;32,4;33;32,4;59;23,3;0,9;WSW;3,22;3,6;NNW;32,4;37,8;37,8;42,6;1007,1;0;0;258;22,19;622;2,4;1,03;4,1;0;0,586;32,4;66;25,2;40,2;11,65;11.124;0,2;1255;5;100;60
Enero;8;8/01/2018;16:00:00;31,2;32,4;31,2;64;23,6;0,4;WSW;1,61;2,7;NNW;31,2;36,1;36,1;36,6;1007;0;0;107;9,2;186;1;0,43;1,4;0;0,537;32,3;66;25,1;39,8;11,65;11.129;0,1;1268;5;100;60
Enero;8;8/01/2018;17:00:00;29,2;31,2;29,2;69;22,9;0,4;WSW;1,61;2,2;W;29,2;33,1;33,1;32,6;1007,6;0;0;29;2,49;72;0,1;0,04;0,5;0;0,451;31,6;67;24,7;37,8;11,9;11.171;0,03;1264;5;100;60
Enero;8;8/01/2018;18:00:00;27,7;29,2;27,7;72;22,2;0;---;0;0;---;27,7;30,3;30,3;29,3;1008,3;0;0;0;0;0;0;0;0;0;0,391;30,8;68;24,2;36,3;12,15;11.214;0,03;1267;5;100;60
Enero;8;8/01/2018;19:00:00;26,8;27,7;26,8;70;20,9;0;---;0;0;---;26,8;28,4;28,4;27,4;1009;0;0;0;0;0;0;0;0;0;0,354;30,1;69;23,8;35,2;12,35;11.259;0,03;1265;5;100;60
Enero;8;8/01/2018;20:00:00;26,2;27;26,2;59;17,6;0;---;0;0;---;26,2;26,8;26,8;25,6;1009,7;0;0;0;0;0;0;0;0;0;0,329;29,6;70;23,5;34,1;12,55;11.293;0,03;1252;5;100;60
Enero;8;8/01/2018;21:00:00;25,9;26,2;25,8;56;16,4;0;---;0;0;---;25,9;26,3;26,3;25;1009,9;0;0;0;0;0;0;0;0;0;0,315;29,1;71;23,3;33,3;12,88;11.319;0,05;1265;5;100;60
Enero;8;8/01/2018;22:00:00;25,1;25,9;25,1;46;12,6;0;---;0;0;---;25,1;24,8;24,8;23,3;1009,5;0;0;0;0;0;0;0;0;0;0,28;28,6;71;22,8;32,2;12,91;11.339;0,05;1262;5;100;60
Enero;8;8/01/2018;23:00:00;24,7;25,1;24,6;47;12,6;0;---;0;0;---;24,7;24,5;24,5;23;1009,7;0;0;0;0;0;0;0;0;0;0,264;28,2;72;22,6;31,3;13,25;11.362;0,05;1256;5;100;60
Enero;9;9/01/2018;0:00:00;24,6;24,8;24,6;55;14,9;0;---;0;0;---;24,6;24,7;24,7;23,3;1009,1;0;0;0;0;0;0;0;0;0;0,259;27,8;72;22,3;30,6;13,25;11.374;0,05;1260;5;100;60
Enero;9;9/01/2018;1:00:00;23,9;24,6;23,9;57;14,9;0;---;0;0;---;23,9;24,3;24,3;22,9;1008,5;0;0;0;0;0;0;0;0;0;0,234;27,5;73;22,2;30;13,62;11.382;0,05;1234;5;99,2;60
Enero;9;9/01/2018;2:00:00;23,2;23,9;23,2;46;11;0;---;0;0;---;23,2;22,9;22,9;21,3;1008,4;0;0;0;0;0;0;0;0;0;0,204;27,1;73;21,8;29,2;13,64;11.405;0,05;1256;5;100;60
Enero;9;9/01/2018;3:00:00;23,2;23,3;23,2;43;9,9;0;---;0;0;---;23,2;22,8;22,8;21,2;1008,6;0;0;0;0;0;0;0;0;0;0,204;26,7;74;21,7;28,7;13,95;11.422;0,05;1262;5;100;60
Enero;9;9/01/2018;4:00:00;22,6;23,2;22,6;41;8,7;0;---;0;0;---;22,6;21,8;21,8;20,2;1008,7;0;0;0;0;0;0;0;0;0;0,178;26,4;74;21,4;28,1;13,96;11.442;0,05;1254;5;100;60
Enero;9;9/01/2018;5:00:00;22,1;22,6;22,1;39;7,5;0;---;0;0;---;22,1;20,9;20,9;19,2;1009,5;0;0;0;0;0;0;0;0;0;0,157;26,1;74;21,1;27,7;13,97;11.466;0,05;1230;5;98,9;60
Enero;9;9/01/2018;6:00:00;23,1;23,1;22,1;37;7,6;0;---;0;0;---;23,1;22,4;22,4;21,8;1009,9;0;0;14;1,2;54;0;0;0;0;0,199;25,9;75;21,1;27,4;14,35;11.480;0,03;1267;5;100;60
Enero;9;9/01/2018;7:00:00;23,7;23,7;23,1;37;8,1;0;---;0;0;---;23,7;23,1;23,1;24,2;1011,1;0;0;93;8;134;0;0;0,5;0;0,222;26;76;21,4;27,7;14,65;11.484;0,08;1241;5;99,8;60
Enero;9;9/01/2018;8:00:00;26,4;26,4;23,7;62;18,5;0;---;0;0;---;26,4;27,2;27,2;30,3;1011,1;0;0;221;19,01;427;1,4;0,6;2,7;0;0,336;26,2;75;21,4;27,9;14,35;11.479;0,15;1110;5;89,2;60
Enero;9;9/01/2018;9:00:00;28,7;28,7;26,4;72;23,1;0;---;0;0;---;28,7;32,6;32,6;38;1011,1;0;0;454;39,05;712;3,8;1,63;5,5;0;0,431;27,2;75;22,3;29,6;14,33;11.423;0,28;1272;5;100;60
Enero;9;9/01/2018;10:00:00;30,4;30,4;28,7;67;23,6;0;WSW;0;2,2;WSW;30,4;35,4;35,4;41,8;1010,8;0;0;611;52,55;759;6;2,57;7,5;0;0,502;24,4;44;11,4;24,2;8,23;11.682;0,41;1252;5;100;60
Enero;9;9/01/2018;11:00:00;31,6;31,7;30,3;66;24,5;0,4;W;1,61;2,2;SW;31,6;37,7;37,7;44,5;1009,9;0;0;684;58,83;853;7,4;3,17;8,9;0;0,553;24,2;44;11,2;23,9;8,24;11.682;0,46;1261;5;100;60
Enero;9;9/01/2018;12:00:00;32,9;32,9;31,6;63;25;0,4;WSW;1,61;2,7;W;32,9;40,6;40,6;47,3;1008,7;0;0;763;65,63;877;8,1;3,47;8,9;0;0,609;24,2;40;9,8;23,7;7,64;11.681;0,51;1266;5;100;60
Enero;9;9/01/2018;13:00:00;32,6;33;32,3;64;24,9;0,4;WSW;1,61;2,7;W;32,6;40,1;40,1;46,2;1007,7;0;0;518;44,55;805;5,7;2,44;7,5;0;0,595;24,6;41;10,5;24,2;7,75;11.647;0,38;1259;5;100;60
Enero;9;9/01/2018;14:00:00;32,6;33,2;32,6;64;24,9;0,9;WSW;3,22;3,6;SW;32,6;40,1;40,1;47,7;1006,9;0;0;611;52,55;782;4,9;2,1;6,1;0;0,595;24,6;38;9,3;24;7,33;11.651;0,43;1266;5;100;60
Enero;9;9/01/2018;15:00:00;31,5;32,6;31,4;67;24,6;0,9;WSW;3,22;3,6;WSW;31,5;37,7;37,7;41,2;1006,6;0;0;181;15,57;519;2,2;0,94;3,7;0;0,549;24,2;37;8,6;23,6;7,24;11.667;0,15;1266;5;100;60
Enero;9;9/01/2018;16:00:00;30;31,5;30;71;24,2;0;WSW;0;2,2;NNW;30;35,3;35,3;35,7;1007;0;0;91;7,83;158;0,6;0,26;1,2;0;0,486;26,7;50;15,4;26,8;9,15;11.502;0,08;1269;5;100;60
