Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento (m/s);Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Mayo;31;31/05/2018;20:00:00;27,8;29;27,8;27;7,1;0;---;0;0;---;27,8;26,5;26,5;24,6;1006,2;0;0;0;0;0;0;0;0;0;0,394;32,2;66;25;39,5;11,65;11.126;0,08;1236;5;99,4;60
Mayo;31;31/05/2018;21:00:00;27,2;27,8;27,1;43;13,6;0;---;0;0;---;27,2;26,9;26,9;25,3;1006,8;0;0;0;0;0;0;0;0;0;0,37;31,4;68;24,8;37,8;12,11;11.163;0,08;1256;5;100;60
Mayo;31;31/05/2018;22:00:00;26,6;27,3;26,6;26;5,5;0;---;0;0;---;26,6;25,3;25,3;23,3;1007;0;0;0;0;0;0;0;0;0;0,345;30,7;68;24,1;36,2;12,16;11.207;0,08;1264;5;100;60
Mayo;31;31/05/2018;23:00:00;26,1;26,6;26,1;37;10,3;0;---;0;0;---;26,1;25,6;25,6;23,8;1006,8;0;0;0;0;0;0;0;0;0;0,324;30,2;69;23,9;35,4;12,35;11.228;0,08;1271;5;100;60
Junio;1;1/06/2018;0:00:00;25,7;26,2;25,6;24;3,6;0;---;0;0;---;25,7;24,6;24,6;22,6;1007,1;0;0;0;0;0;0;0;0;0;0,306;29,7;70;23,6;34,4;12,55;11.258;0,08;1274;5;100;60
Junio;1;1/06/2018;1:00:00;25,2;25,6;25,1;23;2,6;0;---;0;0;---;25,2;24,3;24,3;22,3;1006,3;0;0;0;0;0;0;0;0;0;0,285;29,2;71;23,4;33,5;12,87;11.272;0,08;1267;5;100;60
Junio;1;1/06/2018;2:00:00;24,9;25,2;24,9;23;2,3;0;---;0;0;---;24,9;24,1;24,1;22;1005,9;0;0;0;0;0;0;0;0;0;0,273;28,7;71;22,9;32,5;12,9;11.292;0,08;1260;5;100;60
Junio;1;1/06/2018;3:00:00;24,7;24,9;24,7;25;3,3;0;---;0;0;---;24,7;23,8;23,8;21,8;1005,5;0;0;0;0;0;0;0;0;0;0,264;28,4;72;22,9;31,8;13,25;11.302;0,08;1271;5;100;60
Junio;1;1/06/2018;4:00:00;24,4;24,7;24,4;27;4,2;0;---;0;0;---;24,4;23,6;23,6;21,6;1006,2;0;0;0;0;0;0;0;0;0;0,255;28,1;73;22,8;31,2;13,6;11.324;0,08;1265;5;100;60
Junio;1;1/06/2018;5:00:00;24,1;24,4;24,1;29;4,9;0;---;0;0;---;24,1;23,1;23,1;21,2;1006,2;0;0;0;0;0;0;0;0;0;0,238;27,7;73;22,4;30,4;13,61;11.342;0,08;1275;5;100;60
Junio;1;1/06/2018;6:00:00;23,8;24,1;23,8;30;5,2;0;---;0;0;---;23,8;22,8;22,8;21,8;1006,9;0;0;2;0,17;12;0;0;0;0;0,227;27,5;74;22,4;30,1;13,92;11.359;0,03;1272;5;100;60
Junio;1;1/06/2018;7:00:00;25;25;23,8;29;5,7;0;---;0;0;---;25;24,3;24,3;23,8;1007,6;0;0;29;2,49;46;0;0;0;0;0,278;27,3;74;22,2;29,7;13,93;11.380;0,03;1241;5;99,8;60
Junio;1;1/06/2018;8:00:00;27,9;27,9;25,1;64;20,5;0;W;0;0,4;W;27,9;29,7;29,7;30,7;1007,8;0;0;101;8,69;359;0,7;0,3;1,8;0;0,4;27,5;74;22,4;30,1;13,92;11.370;0,08;1267;5;100;60
Junio;1;1/06/2018;9:00:00;30,7;30,7;27,9;68;24,1;0;NW;0;1,8;NW;30,7;36,1;36,1;41,7;1008,1;0;0;513;44,12;610;3,4;1,46;4,7;0;0,514;28,5;73;23,2;32,3;13,58;11.321;0,36;1270;5;100;60
Junio;1;1/06/2018;10:00:00;32;32,3;30,7;64;24,3;0;NW;0;2,2;SE;32;38,3;38,3;45,1;1008,3;0;0;696;59,86;773;6,2;2,66;7,6;0;0,569;29,9;71;24,1;35,1;12,85;11.254;0,48;1269;5;100;60
Junio;1;1/06/2018;11:00:00;33,6;33,6;31,9;63;25,5;0,4;NW;1,61;2,2;WSW;33,6;42,4;42,4;49,6;1008,1;0;0;824;70,87;872;8,6;3,69;9,6;0;0,634;31,6;68;24,9;38,1;12,1;11.171;0,56;1265;5;100;60
Junio;1;1/06/2018;12:00:00;34,1;34,2;33,2;61;25,5;0,4;NW;1,61;2,7;NW;34,1;43;43;50,1;1007,3;0;0;901;77,5;967;9,9;4,24;10,5;0;0,655;33;66;25,8;41,9;11,65;11.090;0,61;1274;5;100;60
Junio;1;1/06/2018;13:00:00;34,7;35;33,6;59;25,5;0;NW;0;2,2;NW;34,7;44,2;44,2;51,2;1006,4;0;0;769;66,14;988;8,8;3,77;10,4;0;0,683;34,2;64;26,4;44,7;11,25;11.025;0,51;1275;5;100;60
Junio;1;1/06/2018;14:00:00;34,6;34,7;33,5;62;26,3;0,4;W;1,61;2,2;WSW;34,6;45,2;45,2;50;1006,1;0;0;374;32,17;919;5,7;2,44;8,3;0;0,678;34,6;64;26,7;45,9;11,25;10.999;0,3;1276;5;100;60
Junio;1;1/06/2018;15:00:00;33,6;34,9;33,3;66;26,4;0,9;WSW;3,22;3,6;WSW;33,6;43,8;43,8;51,8;1006;0;0;607;52,21;902;4,8;2,06;6,7;0;0,637;35;63;26,9;47;11,05;10.978;0,43;1274;5;100;60
Junio;1;1/06/2018;16:00:00;26,3;33,7;26;68;19,9;2,2;NNE;8,05;6,7;NE;26,3;27,5;27,5;30,1;1007,4;0;0;142;12,21;654;1;0,43;3,5;0;0,331;34,3;61;25,7;43,8;10,75;11.045;0,15;1262;5;100;60
Junio;1;1/06/2018;17:00:00;25,5;26,5;25,5;67;18,9;0,4;ENE;1,61;2,7;ESE;25,5;26,4;26,4;25,6;1006,7;0,2;0;15;1,29;21;0;0;0;0;0,299;32,8;62;24,5;39,8;10,93;11.119;0,03;1258;5;100;60
Junio;1;1/06/2018;18:00:00;24,6;25,5;24,5;60;16,3;0;NE;0;1,8;ENE;24,6;25;25;24;1007;0,8;2,6;13;1,12;16;0;0;0;0;0,262;31,6;64;23,9;37;11,3;11.180;0,03;1259;5;100;60
Junio;1;1/06/2018;19:00:00;24,3;24,7;24,1;52;13,8;0;NNE;0;0,4;NNE;24,3;24,4;24,4;23,1;1008,1;0;0;0;0;5;0;0;0;0;0,248;30,6;65;23,3;35,4;11,57;11.241;0,03;1263;5;100;60
Junio;1;1/06/2018;20:00:00;23,9;24,3;23,9;33;6,7;0;NNE;0;0,4;NNE;23,9;23,2;23,2;21,6;1009,3;0;0;0;0;0;0;0;0;0;0,234;29,8;66;22,7;33,8;11,83;11.296;0,05;1269;5;100;60
Junio;1;1/06/2018;21:00:00;23,7;23,9;23,7;31;5,6;0;NNE;0;0,4;NNE;23,7;22,8;22,8;21,2;1009,4;0;0;0;0;0;0;0;0;0;0,225;29,2;68;22,7;32,9;12,26;11.321;0,08;1273;5;100;60
Junio;1;1/06/2018;22:00:00;23,5;23,7;23,5;29;4,4;0;---;0;0;---;23,5;22,5;22,5;20,8;1010,2;0;0;0;0;0;0;0;0;0;0,215;28,6;69;22,4;31,8;12,41;11.356;0,08;1265;5;100;60
Junio;1;1/06/2018;23:00:00;23,5;23,6;23,4;29;4,4;0;NNE;0;0,9;NNE;23,5;22,5;22,5;20,8;1011,3;0;0;0;0;0;0;0;0;0;0,215;28,2;70;22,2;31;12,69;11.390;0,08;1271;5;100;60
Junio;2;2/06/2018;0:00:00;23,4;23,7;23,4;42;9,8;0;NNE;0;0,4;NNE;23,4;23,1;23,1;21,6;1010,4;0;0;0;0;0;0;0;0;0;0,213;27,8;70;21,9;30,3;12,72;11.398;0,08;1263;5;100;60
Junio;2;2/06/2018;1:00:00;23,1;23,5;23;32;5,5;0;NNE;0;0,4;NNE;23,1;22,1;22,1;20,5;1009,6;0;0;0;0;0;0;0;0;0;0,199;27,5;71;21,8;29,8;12,99;11.402;0,08;1247;5;100;60
Junio;2;2/06/2018;2:00:00;22,9;23,2;22,9;36;7,1;0;NNE;0;0,4;NNE;22,9;22,1;22,1;20,5;1008,8;0;0;0;0;0;0;0;0;0;0,192;27,2;71;21,5;29,1;13,01;11.413;0,08;1256;5;100;60
Junio;2;2/06/2018;3:00:00;23,1;23,1;22,7;30;4,6;0;NNE;0;0,4;NNE;23,1;22,1;22,1;20,4;1008,9;0;0;0;0;0;0;0;0;0;0,199;26,9;72;21,5;28,8;13,25;11.422;0,08;1262;5;100;60
Junio;2;2/06/2018;4:00:00;23,3;23,4;23,1;29;4,3;0;---;0;0;---;23,3;22,3;22,3;20,7;1008,7;0;0;0;0;0;0;0;0;0;0,208;26,7;72;21,3;28,4;13,25;11.431;0,08;1265;5;100;60
Junio;2;2/06/2018;5:00:00;22,8;23,3;22,8;27;2,8;0;NNE;0;0,4;NNE;22,8;21,4;21,4;19,7;1008,2;0;0;0;0;0;0;0;0;0;0,187;26,5;73;21,3;28,2;13,66;11.433;0,08;1271;5;100;60
Junio;2;2/06/2018;6:00:00;22,7;22,8;22,7;28;3,3;0;NNE;0;0,4;NNE;22,7;21,3;21,3;20,3;1008,4;0;0;5;0,43;19;0;0;0;0;0,183;26,3;73;21,1;27,9;13,66;11.449;0,03;1271;5;100;60
Junio;2;2/06/2018;7:00:00;23,8;23,8;22,7;34;7;0;---;0;0;---;23,8;23,1;23,1;23,2;1008,4;0;0;56;4,82;97;0;0;0;0;0,229;26,2;73;20,9;27,7;13,67;11.455;0,05;1274;5;100;60
Junio;2;2/06/2018;8:00:00;26,1;26,1;23,8;58;17,1;0;---;0;0;---;26,1;26,6;26,6;28,3;1008,5;0;0;163;14,02;267;0,9;0,39;1,5;0;0,322;26,4;73;21,2;28,1;13,66;11.443;0,1;1275;5;100;60
Junio;2;2/06/2018;9:00:00;28,6;28,6;26,1;67;21,9;0;---;0;0;---;28,6;31,5;31,5;34,8;1008,7;0;0;290;24,94;434;2,5;1,07;3,6;0;0,428;26,8;73;21,6;28,8;13,64;11.422;0,2;1271;5;100;60
Junio;2;2/06/2018;10:00:00;29,3;29,3;28,6;68;22,8;0;NW;0;1,8;NW;29,3;33,1;33,1;37,5;1009;0;0;388;33,37;478;4;1,71;5,2;0;0,456;27,7;72;22,2;30,3;13,25;11.379;0,25;1264;5;100;60
Junio;2;2/06/2018;11:00:00;30,1;30,3;29,3;68;23,6;0;W;0;1,3;W;30,1;35;35;40,9;1008,7;0;0;541;46,53;691;6,3;2,7;8;0;0,491;28,7;71;22,9;32,5;12,9;11.325;0,36;1271;5;100;60
Junio;2;2/06/2018;12:00:00;32;32;30;65;24,6;0;NNW;0;1,8;NW;32;38,6;38,6;45,8;1008,4;0;0;850;73,11;944;9,6;4,11;10,6;0;0,569;30,1;70;24;35,4;12,55;11.247;0,56;1272;5;100;60
Junio;2;2/06/2018;13:00:00;32,8;32,8;31,7;62;24,6;0,4;WSW;1,61;2,2;WSW;32,8;39,9;39,9;46,4;1008;0;0;910;78,27;1027;10,2;4,37;10,8;0;0,604;31,7;68;25;38,4;12,09;11.164;0,61;1273;5;100;60
Junio;2;2/06/2018;14:00:00;32,5;33,4;32,5;65;25,1;0;WNW;0;1,8;WNW;32,5;40,1;40,1;46,7;1007,3;0;0;605;52,04;1007;6,9;2,96;10,1;0;0,59;32,7;66;25,5;40,9;11,65;11.110;0,41;1267;5;100;60
Junio;2;2/06/2018;15:00:00;34;34,2;32,4;60;25,1;0,4;W;1,61;2,2;NW;34;42,4;42,4;51,9;1006,6;0;0;721;62,01;798;5,9;2,53;6,9;0;0,653;33,3;65;25,8;42,4;11,45;11.073;0,51;1257;5;100;60
Junio;2;2/06/2018;16:00:00;33,4;34,4;33,4;60;24,6;0,4;WNW;1,61;1,8;W;33,4;40,8;40,8;51,8;1006,4;0;0;550;47,31;645;3,5;1,5;4,8;0;0,63;33,8;64;26;43,5;11,25;11.047;0,38;1274;5;100;60
Junio;2;2/06/2018;17:00:00;33,3;34,1;33,3;61;24,8;0,4;WNW;1,61;1,8;WNW;33,3;40,9;40,9;43,8;1006,6;0;0;309;26,58;438;1,5;0,64;2,3;0;0,625;33,8;64;26;43,5;11,25;11.049;0,23;1271;5;100;60
Junio;2;2/06/2018;18:00:00;31,2;33,5;31,2;67;24,4;0;WNW;0;0,9;WNW;31,2;36,8;36,8;36,9;1006,8;0;0;84;7,22;199;0,4;0,17;0,9;0;0,537;33,3;65;25,8;42,4;11,45;11.075;0,08;1265;5;100;60
Junio;2;2/06/2018;19:00:00;29,1;31,2;29,1;58;20;0;WNW;0;0,4;WNW;29,1;30,9;30,9;29,8;1007,6;0;0;1;0,09;11;0;0;0;0;0,447;32,4;67;25,5;40,5;11,85;11.123;0;1236;5;99,4;60
Junio;2;2/06/2018;20:00:00;27,3;29,1;27,3;36;10,9;0;---;0;0;---;27,3;26,6;26,6;24,9;1007,9;0;0;0;0;0;0;0;0;0;0,375;31,6;68;24,9;38,1;12,1;11.170;0,05;1259;5;100;60
Junio;2;2/06/2018;21:00:00;26,8;27,3;26,8;24;4,6;0;---;0;0;---;26,8;25,4;25,4;23,4;1008,8;0;0;0;0;0;0;0;0;0;0,354;30,8;69;24,5;36,6;12,35;11.215;0,08;1260;5;100;60
Junio;2;2/06/2018;22:00:00;26,4;26,8;26,4;30;7,4;0;WNW;0;0,4;WNW;26,4;25,3;25,3;23,5;1008,8;0;0;0;0;0;0;0;0;0;0,336;30,2;70;24,1;35,7;12,55;11.245;0,08;1246;5;100;60
Junio;2;2/06/2018;23:00:00;25,7;26,4;25,7;24;3,6;0;---;0;0;---;25,7;24,6;24,6;22,6;1009;0;0;0;0;0;0;0;0;0;0,308;29,8;71;24;34,8;12,85;11.268;0,08;1265;5;100;60
Junio;3;3/06/2018;0:00:00;25,3;25,8;25,3;22;2;0;---;0;0;---;25,3;24,3;24,3;22,3;1008,7;0;0;0;0;0;0;0;0;0;0,289;29,2;71;23,4;33,5;12,87;11.300;0,08;1262;5;100;60
Junio;3;3/06/2018;1:00:00;24,9;25,3;24,9;23;2,4;0;---;0;0;---;24,9;24,2;24,2;22,1;1008;0;0;0;0;0;0;0;0;0;0,275;28,8;72;23,3;33;13,25;11.305;0,08;1263;5;100;60
Junio;3;3/06/2018;2:00:00;24,6;24,9;24,6;24;2,6;0;---;0;0;---;24,6;23,6;23,6;21,6;1008,1;0;0;0;0;0;0;0;0;0;0,259;28,4;73;23,1;32,1;13,59;11.327;0,08;1263;5;100;60
Junio;3;3/06/2018;3:00:00;24,3;24,6;24,3;25;3;0;---;0;0;---;24,3;23,3;23,3;21,3;1008,4;0;0;0;0;0;0;0;0;0;0,25;28,1;73;22,8;31,2;13,6;11.349;0,08;1264;5;100;60
Junio;3;3/06/2018;4:00:00;24,2;24,3;24,2;27;4;0;---;0;0;---;24,2;23,2;23,2;21,2;1008,7;0;0;0;0;0;0;0;0;0;0,243;27,7;74;22,7;30,6;13,91;11.367;0,08;1232;5;99;60
Junio;3;3/06/2018;5:00:00;23,9;24,2;23,9;28;4,3;0;---;0;0;---;23,9;22,8;22,8;20,8;1008,9;0;0;0;0;0;0;0;0;0;0,231;27,5;74;22,4;30,1;13,92;11.382;0,08;1249;5;100;60
Junio;3;3/06/2018;6:00:00;24,1;24,1;23,8;29;5;0;---;0;0;---;24,1;23,2;23,2;22,2;1009,5;0;0;3;0,26;21;0;0;0;0;0,241;27,3;74;22,2;29,7;13,93;11.401;0,03;1257;5;100;60
Junio;3;3/06/2018;7:00:00;25,3;25,3;24,1;28;5,5;0;---;0;0;---;25,3;24,4;24,4;24,5;1010,2;0;0;57;4,9;77;0;0;0,5;0;0,289;27,2;75;22,3;29,6;14,33;11.412;0,05;1264;5;100;60
Junio;3;3/06/2018;8:00:00;27,2;27,2;25,3;56;17,7;0;WNW;0;0,4;WNW;27,2;27,8;27,8;28,9;1010,6;0;0;115;9,89;334;1;0,43;1,9;0;0,37;27,4;75;22,6;30;14,32;11.404;0,08;1267;5;100;60
Junio;3;3/06/2018;9:00:00;29,9;29,9;27,2;67;23,1;0;WNW;0;1,3;WNW;29,9;34,3;34,3;39,4;1010,7;0;0;459;39,48;527;3,3;1,41;4,4;0;0,481;28,3;74;23,2;31,9;13,89;11.359;0,3;1247;5;100;60
Junio;3;3/06/2018;10:00:00;32,5;32,5;29,9;67;25,6;0;SW;0;0,9;WNW;32,5;40,8;40,8;47,4;1010,9;0;0;632;54,36;793;6,1;2,61;7,9;0;0,59;29,6;72;24;34,5;13,25;11.297;0,43;1275;5;100;60
Junio;3;3/06/2018;11:00:00;32,3;33,1;32,2;68;25,6;0,4;W;1,61;2,2;WSW;32,3;40,5;40,5;47,5;1010,9;0;0;715;61,5;904;8,1;3,47;9,3;0;0,581;31,1;70;24,9;37,2;12,55;11.221;0,48;1237;5;99,4;60
Junio;3;3/06/2018;12:00:00;34,1;34,1;32,3;64;26,3;0,4;WSW;1,61;2,2;SW;34,1;44,6;44,6;51,8;1010,3;0;0;868;74,66;1021;10,4;4,46;11,5;0;0,657;32,4;69;26;41,2;12,34;11.143;0,61;1275;5;100;60
Junio;3;3/06/2018;13:00:00;34,2;34,6;32,8;64;26,4;0;NW;0;1,3;WNW;34,2;44,7;44,7;49,7;1009,5;0;0;427;36,73;1041;6,9;2,96;11,5;0;0,66;33,3;67;26,3;43,2;11,85;11.094;0,33;1269;5;100;60
Junio;3;3/06/2018;14:00:00;35,3;35,3;33,8;62;26,9;0,4;NW;1,61;3,1;W;35,3;47,4;47,4;56;1008,8;0;0;900;77,41;1044;8,4;3,6;9,8;0;0,706;34,1;66;26,8;45,3;11,65;11.046;0,61;1272;5;100;60
Junio;3;3/06/2018;15:00:00;29,4;35,3;29,4;52;18,6;0,4;W;1,61;2,2;WSW;29,4;30,7;30,7;34,1;1008,8;4,6;48,8;236;20,3;998;2,6;1,11;7,6;0;0,463;34,6;65;27;46,4;11,45;11.023;0,2;1277;5;100;60
Junio;3;3/06/2018;16:00:00;27,1;29,4;27,1;25;5,4;0;NNE;0;1,3;NNE;27,1;25,7;25,7;25,9;1008,6;3,6;41,2;53;4,56;72;0,3;0,13;0,6;0;0,366;33,3;67;26,3;43,2;11,85;11.083;0,05;1262;5;100;60
Junio;3;3/06/2018;17:00:00;27,6;27,7;27,1;20;2,6;0;NNE;0;0,4;NNE;27,6;25,9;25,9;24,8;1008,5;0;0;29;2,49;35;0;0;0;0;0,387;32,2;70;26;40,8;12,55;11.131;0,05;1260;5;100;60
Junio;3;3/06/2018;18:00:00;27,4;27,8;27,4;27;6,8;0;NNE;0;0,4;NNE;27,4;26,2;26,2;25,3;1008,6;0;0;38;3,27;42;0;0;0;0;0,38;31,3;71;25,4;38,3;12,85;11.174;0,05;1254;5;100;60
Junio;3;3/06/2018;19:00:00;27,1;27,4;27,1;23;4,2;0;---;0;0;---;27,1;25,6;25,6;24,1;1009,6;0;0;3;0,26;23;0;0;0;0;0,366;30,7;71;24,9;36,9;12,85;11.220;0,03;1250;5;100;60
Junio;3;3/06/2018;20:00:00;26,3;27,2;26,3;28;6,4;0;NNE;0;0,4;NNE;26,3;25,2;25,2;23,8;1009,9;0;0;0;0;0;0;0;0;0;0,333;30,1;72;24,5;35,8;13,23;11.254;0,08;1258;5;100;60
Junio;3;3/06/2018;21:00:00;26,1;26,4;26,1;26;5,1;0;NNE;0;0,4;NNE;26,1;24,9;24,9;23,4;1010,8;0;0;0;0;0;0;0;0;0;0,324;29,7;73;24,3;34,9;13,54;11.285;0,08;1251;5;100;60
Junio;3;3/06/2018;22:00:00;25,6;26,1;25,6;21;1,6;0;---;0;0;---;25,6;24,4;24,4;22,9;1010,9;0;0;0;0;0;0;0;0;0;0,303;29,2;73;23,8;33,8;13,56;11.316;0,08;1245;5;100;60
Junio;3;3/06/2018;23:00:00;25,5;25,6;25,4;22;2,2;0;NNE;0;0,9;NNE;25,5;24,4;24,4;22,9;1011,3;0;0;0;0;0;0;0;0;0;0,299;28,7;74;23,6;33,1;13,88;11.341;0,08;1245;5;100;60
Junio;4;4/06/2018;0:00:00;25,3;25,6;25,2;24;3,2;0;---;0;0;---;25,3;24,4;24,4;22,9;1010,8;0;0;0;0;0;0;0;0;0;0,289;28,4;75;23,5;32,4;14,29;11.349;0,08;1246;5;100;60
Junio;4;4/06/2018;1:00:00;25,2;25,3;24,9;34;8,2;0;NNE;0;0,9;NNE;25,2;24,6;24,6;23,2;1010,8;0;0;0;0;0;0;0;0;0;0,285;28,2;75;23,3;31,8;14,3;11.362;0,08;1238;5;99,5;60
Junio;4;4/06/2018;2:00:00;25,2;25,4;25,2;29;5,9;0;---;0;0;---;25,2;24,4;24,4;23,1;1010,2;0;0;0;0;0;0;0;0;0;0,287;27,9;75;23,1;31,3;14,3;11.368;0,08;1242;5;99,8;60
Junio;4;4/06/2018;3:00:00;24,9;25,2;24,9;23;2,4;0;---;0;0;---;24,9;24,2;24,2;22,7;1010;0;0;0;0;0;0;0;0;0;0,275;27,7;76;23,1;30,9;14,61;11.373;0,08;1247;5;100;60
Junio;4;4/06/2018;4:00:00;24,9;24,9;24,8;23;2,3;0;---;0;0;---;24,9;24,1;24,1;22,6;1010,1;0;0;0;0;0;0;0;0;0;0,273;27,6;76;23;30,6;14,62;11.381;0,08;1246;5;100;60
Junio;4;4/06/2018;5:00:00;24,5;24,9;24,4;23;2;0;---;0;0;---;24,5;23,6;23,6;22,1;1010,2;0;0;0;0;0;0;0;0;0;0,257;27,4;76;22,8;30,2;14,62;11.395;0,08;1246;5;100;60
Junio;4;4/06/2018;6:00:00;24,3;24,5;24,3;23;1,9;0;---;0;0;---;24,3;23,3;23,3;22,2;1010,6;0;0;3;0,26;14;0;0;0;0;0,25;27,2;76;22,6;29,7;14,63;11.413;0,03;1250;5;100;60
Junio;4;4/06/2018;7:00:00;25;25;24,3;24;3;0;---;0;0;---;25;24,3;24,3;23,8;1011,4;0;0;33;2,84;56;0;0;0;0;0,278;27,1;77;22,7;29,6;14,94;11.423;0,05;1243;5;99,9;60
Junio;4;4/06/2018;8:00:00;27,2;27,2;25;52;16,5;0;NNE;0;0,4;NNE;27,2;27,4;27,4;28,4;1011,5;0;0;114;9,81;306;0,9;0,39;1,9;0;0,368;27,2;77;22,8;29,8;14,93;11.418;0,08;1230;5;98,9;60
Junio;4;4/06/2018;9:00:00;30,1;30,1;27,2;68;23,5;0;NNE;0;0,9;NNE;30,1;34,9;34,9;40,2;1011,4;0;0;483;41,54;601;3,5;1,5;5;0;0,488;27,8;76;23,2;31,1;14,61;11.384;0,33;1231;5;99;60
Junio;4;4/06/2018;10:00:00;32,3;32,3;30,1;67;25,4;0;WSW;0;1,8;SE;32,3;40,2;40,2;46,8;1011,3;0;0;652;56,08;763;6,4;2,74;8,1;0;0,581;29,2;74;24,1;34,1;13,86;11.315;0,46;1271;5;100;60
Junio;4;4/06/2018;11:00:00;33,7;33,7;32,2;66;26,4;0;SE;0;2,2;SE;33,7;44;44;51,3;1010,7;0;0;824;70,87;900;9,4;4,03;10,7;0;0,639;30,8;72;25,2;37,3;13,2;11.222;0,56;1265;5;100;60
Junio;4;4/06/2018;12:00:00;34,3;34,6;33,7;62;26;0,4;WSW;1,61;2,2;W;34,3;44,3;44,3;51,3;1009,9;0;0;919;79,04;991;10,9;4,67;11,5;0;0,667;32,6;70;26,4;42,1;12,54;11.123;0,63;1272;5;100;60
Junio;4;4/06/2018;13:00:00;33,5;34,3;33,1;66;26,3;0;NNW;0;1,8;NW;33,5;43,5;43,5;46,8;1009,1;0;0;275;23,65;413;5,4;2,31;9,9;0;0,632;33,3;69;26,8;44;12,31;11.078;0,23;1272;5;100;60
Junio;4;4/06/2018;14:00:00;30,4;33,5;30,4;64;22,9;0;N;0;2,7;NNE;30,4;34,9;34,9;36,2;1008,7;0;0;119;10,24;176;1,8;0,77;3,2;0;0,505;33;69;26,6;43,1;12,32;11.090;0,1;1271;5;100;60
Junio;4;4/06/2018;15:00:00;30,1;30,4;28,8;54;19,8;0;NNE;0;0,9;NNE;30,1;32,1;32,1;34,7;1008,1;0,2;0;183;15,74;401;1,8;0,77;3,1;0;0,491;32,3;71;26,3;41,6;12,85;11.114;0,13;1272;5;100;60
Junio;4;4/06/2018;16:00:00;32,8;32,8;30,1;67;25,9;0;WNW;0;1,8;W;32,8;41,8;41,8;49,6;1007,5;0;0;396;34,06;468;2,9;1,24;3,4;0;0,604;32,1;71;26,1;40,8;12,85;11.119;0,28;1277;5;100;60
Junio;4;4/06/2018;17:00:00;33,8;33,9;32,8;66;26,5;0;WNW;0;0,9;WNW;33,8;44,4;44,4;47,8;1007,2;0;0;341;29,33;454;1,7;0,73;2,4;0;0,644;32,4;70;26,2;41,6;12,54;11.102;0,25;1254;5;100;60
Junio;4;4/06/2018;18:00:00;32;34;32;67;25,1;0;WNW;0;1,3;WNW;32;39,3;39,3;39,7;1007,9;0;0;102;8,77;206;0,5;0,21;1;0;0,569;32,4;70;26,2;41,6;12,54;11.110;0,08;1278;5;100;60
Junio;4;4/06/2018;19:00:00;29,3;32;29,3;49;17,5;0;WNW;0;0,4;WNW;29,3;30,2;30,2;28,9;1008,2;0;0;3;0,26;25;0;0;0;0;0,456;31,8;71;25,9;39,8;12,85;11.144;0,03;1277;5;100;60
Junio;4;4/06/2018;20:00:00;28,1;29,3;28,1;28;7,8;0;---;0;0;---;28,1;26,8;26,8;25;1008,9;0;0;0;0;0;0;0;0;0;0,405;31,2;73;25,7;38,2;13,49;11.177;0,08;1274;5;100;60
Junio;4;4/06/2018;21:00:00;27,7;28,1;27,7;33;10;0;WNW;0;0,4;WNW;27,7;26,8;26,8;25,1;1009,8;0;0;0;0;0;0;0;0;0;0,391;30,6;73;25,2;37,2;13,51;11.220;0,08;1272;5;100;60
Junio;4;4/06/2018;22:00:00;27,4;27,8;27,3;42;13,3;0;---;0;0;---;27,4;27;27;25,4;1010,4;0;0;0;0;0;0;0;0;0;0,377;30,1;73;24,7;36;13,53;11.256;0,08;1245;5;100;60
Junio;4;4/06/2018;23:00:00;27,2;27,4;27,2;20;2,3;0;---;0;0;---;27,2;25,5;25,5;23,4;1010,4;0;0;0;0;0;0;0;0;0;0,37;29,8;74;24,6;35,4;13,84;11.270;0,08;1274;5;100;60
Junio;5;5/06/2018;0:00:00;26,6;27,3;26,6;22;3,1;0;---;0;0;---;26,6;25,1;25,1;23;1009,9;0;0;0;0;0;0;0;0;0;0,345;29,4;75;24,5;34,8;14,25;11.278;0,08;1273;5;100;60
Junio;5;5/06/2018;1:00:00;26,2;26,6;26,2;21;2,2;0;---;0;0;---;26,2;24,7;24,7;22,6;1009,3;0;0;0;0;0;0;0;0;0;0,329;29,1;75;24,2;34,1;14,26;11.294;0,08;1274;5;100;60
Junio;5;5/06/2018;2:00:00;26,4;26,6;26,2;21;2,3;0;---;0;0;---;26,4;24,8;24,8;22,8;1009;0;0;0;0;0;0;0;0;0;0,336;28,8;76;24,2;33,8;14,57;11.299;0,08;1272;5;100;60
Junio;5;5/06/2018;3:00:00;25,6;26,4;25,5;23;2,9;0;---;0;0;---;25,6;24,5;24,5;22,4;1009;0;0;0;0;0;0;0;0;0;0,301;28,5;76;23,9;32,9;14,58;11.318;0,08;1262;5;100;60
Junio;5;5/06/2018;4:00:00;25,3;25,6;25,2;25;3,8;0;---;0;0;---;25,3;24,4;24,4;22,4;1009,2;0;0;0;0;0;0;0;0;0;0,289;28,3;76;23,6;32,3;14,59;11.332;0,08;1260;5;100;60
