;;;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;;Wind;Wind;ISS ;Arc,
Mes;dia;Date;Time;Out;Temp;Temp;Hum;Pt,;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad,;Energy;Rad, ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;ET ;Samp;Tx ;Recept;Int,
Mayo;14;14/05/2014;8:00:00;28,6;28,7;27,4;75;23,7;0;WSW;0;1,3;WSW;28,6;33;33;38,1;1009,1;0;0;307;13,2;381;0,3;0,06;0,8;0;0,214;30,3;58;21,1;33,2;0,006;696;1;100;30
Mayo;14;14/05/2014;8:30:00;30,1;30,1;28,7;74;24,9;0;WSW;0;1,3;W;30,1;36,1;36,1;42,6;1009,4;0;0;449;19,31;508;1,4;0,3;1,9;0;0,244;29,9;53;19,3;31,6;0;695;1;100;30
Mayo;14;14/05/2014;9:00:00;31,1;31,1;30;72;25,5;0;WSW;0;1,8;WSW;31,1;37,8;37,8;45,7;1009,6;0;0;557;23,95;606;2,4;0,51;3;0;0,266;30,2;51;18,9;31,7;0,013;687;1;100;30
Mayo;14;14/05/2014;9:30:00;31,9;31,9;31,1;70;25,7;0;NW;0;1,8;NW;31,9;39,8;39,8;49;1009,7;0;0;655;28,17;701;3,7;0,79;4,3;0;0,282;30,4;48;18,1;31,7;0;690;1;100;30
Mayo;14;14/05/2014;10:00:00;33,3;33,3;31,9;69;26,8;0;WNW;0;1,3;WNW;33,3;44;44;54,2;1009,5;0;0;736;31,65;770;4,8;1,03;5,4;0;0,311;30,8;48;18,6;32,3;0,019;694;1;100;30
Mayo;14;14/05/2014;10:30:00;33,9;34;33,3;65;26,4;0;WNW;0;1,3;WNW;33,9;44,3;44,3;55,2;1009,1;0;0;804;34,58;840;5,9;1,26;6,5;0;0,324;30,8;47;18,2;32,1;0;696;1;100;30
Mayo;14;14/05/2014;11:00:00;34,4;34,5;33,9;63;26,4;0,4;W;0,8;2,2;W;34,4;45,1;45,1;56,8;1008,8;0;0;863;37,11;879;7;1,5;7,3;0;0,336;31,7;45;18,3;33,3;0,023;698;1;100;30
Mayo;14;14/05/2014;11:30:00;35,3;35,3;34,4;61;26,6;0,4;W;0,8;2,2;NW;35,3;46,9;46,9;59,1;1008,2;0;0;896;38,53;916;7,6;1,63;7,8;0;0,353;32,5;51;21,1;35,9;0;690;1;100;30
Mayo;14;14/05/2014;12:00:00;35,7;35,7;35,3;59;26,5;0,4;W;0,8;2,2;W;35,7;47,4;47,4;59,8;1008;0;0;896;38,53;965;7,3;1,56;8;0;0,362;33,2;50;21,4;37,1;0,024;694;1;100;30
Mayo;14;14/05/2014;12:30:00;35,7;36,1;35,7;59;26,5;0;N;0;2,2;S;35,7;47,4;47,4;56,3;1007,5;0;0;635;27,31;986;5;1,07;7,9;0;0,362;33,1;43;18,9;35,2;0;696;1;100;30
Mayo;14;14/05/2014;13:00:00;35;35,7;34,9;63;26,9;0;NW;0;1,8;NW;35;47;47;52,4;1006,8;0;0;337;14,49;803;2,9;0,62;4,3;0;0,347;33,1;42;18,5;34,9;0,014;693;1;100;30
Mayo;14;14/05/2014;13:30:00;35,8;35,8;35;64;27,9;0,4;NNW;0,8;2,7;WSW;35,8;50,3;50,3;59,9;1006,5;0;0;624;26,84;814;3,4;0,73;4,4;0;0,363;33,2;45;19,7;35,8;0;696;1;100;30
Mayo;14;14/05/2014;14:00:00;35,8;36;35,8;63;27,7;1,3;W;2,41;3,1;NNW;35,8;49,9;49,9;63,2;1005,9;0;0;811;34,88;858;4,6;0,99;5;0;0,365;34,3;57;24,6;42,2;0,021;697;1;100;30
Mayo;14;14/05/2014;14:30:00;35,3;35,9;35,3;63;27,2;1,3;NNW;2,41;4,5;NNW;35,3;48,2;48,2;60,8;1005,7;0;0;729;31,35;867;4;0,86;4,6;0;0,354;34,9;59;25,7;44,8;0;695;1;100;30
Mayo;14;14/05/2014;15:00:00;33,9;35,3;33,9;60;25,1;1,3;NNW;2,41;8,5;ESE;33,9;42,2;42,2;51,8;1006,7;0;0;530;22,79;870;2,5;0,54;4;0;0,325;35,4;57;25,6;45,6;0,019;691;1;100;30
Mayo;14;14/05/2014;15:30:00;28,4;33,9;28,4;70;22,4;2,7;E;4,83;8;E;28,4;31,6;31,6;36,9;1006,6;0;0;299;12,86;677;0,9;0,19;2;0;0,211;34,4;54;23,8;41,3;0;699;1;100;30
Mayo;14;14/05/2014;16:00:00;30,4;30,4;28,4;70;24,3;1,3;E;2,41;3,6;ESE;30,4;36;36;48,9;1006;0;0;620;26,66;687;1,6;0,34;2;0;0,251;34,3;58;24,9;42,6;0,014;696;1;100;30
Mayo;14;14/05/2014;16:30:00;31,7;31,7;30,4;64;24;0,9;E;1,61;4;SE;31,7;37,3;37,3;47,2;1005,3;0;0;454;19,52;555;0,5;0,11;1;0;0,278;34,8;57;25,1;43,7;0;698;1;100;30
Mayo;14;14/05/2014;17:00:00;32,2;32,3;31,7;65;24,8;0;ESE;0;2,2;SSE;32,2;39,2;39,2;45,1;1005,5;0;0;267;11,48;422;0;0;0;0;0,288;35,7;56;25,6;45,9;0,01;692;1;100;30
Mayo;14;14/05/2014;17:30:00;32,1;32,2;31,9;65;24,6;0;SE;0;0,9;SE;32,1;38,8;38,8;39,8;1005,6;0;0;155;6,67;229;0;0;0;0;0,286;36;55;25,5;46,3;0;693;1;100;30
Mayo;14;14/05/2014;18:00:00;31,7;32,1;31,7;70;25,6;0;---;0;0;---;31,7;39,2;39,2;39,3;1006,6;0;0;67;2,88;102;0;0;0;0;0,279;35,8;56;25,7;46,3;0,003;695;1;100;30
Mayo;14;14/05/2014;18:30:00;29,9;31,7;29,9;74;24,8;0;---;0;0;---;29,9;35,8;35,8;35,1;1007,3;0;0;12;0,52;30;0;0;0;0;0,242;35,4;57;25,6;45,6;0;690;1;100;30
Mayo;14;14/05/2014;19:00:00;29,1;29,9;29,1;76;24,4;0;---;0;0;---;29,1;34,3;34,3;33,5;1007,9;0;0;0;0;0;0;0;0;0;0,225;35,1;58;25,6;44,8;0;688;1;100;30
Mayo;14;14/05/2014;19:30:00;28,3;29,1;28,3;76;23,7;0;---;0;0;---;28,3;32,4;32,4;31,6;1008,1;0;0;0;0;0;0;0;0;0;0,208;34,7;59;25,5;44;0;688;1;100;30
Mayo;14;14/05/2014;20:00:00;27,8;28,3;27,8;76;23,2;0;---;0;0;---;27,8;31;31;30,1;1008,2;0;0;0;0;0;0;0;0;0;0,197;34,4;60;25,6;43,7;0,001;696;1;100;30
Mayo;14;14/05/2014;20:30:00;27,5;27,8;27,4;75;22,7;0;---;0;0;---;27,5;30,2;30,2;29,2;1008,4;0;0;0;0;0;0;0;0;0;0,191;34,1;60;25,2;42,6;0;697;1;100;30
Mayo;14;14/05/2014;21:00:00;27,2;27,5;27,1;75;22,3;0;---;0;0;---;27,2;29,6;29,6;28,6;1009,1;0;0;0;0;0;0;0;0;0;0,184;33,7;61;25,2;42;0,001;695;1;100;30
Mayo;14;14/05/2014;21:30:00;27,2;27,3;27,1;76;22,6;0;---;0;0;---;27,2;29,7;29,7;28,7;1009,5;0;0;0;0;0;0;0;0;0;0,184;33,4;61;24,9;41,2;0;699;1;100;30
Mayo;14;14/05/2014;22:00:00;27,4;27,5;27,2;76;22,8;0;SE;0;1,8;ESE;27,4;30,3;30,3;29,3;1009,8;0;0;0;0;0;0;0;0;0;0,19;33,2;61;24,7;40,6;0,001;701;1;100;30
Mayo;14;14/05/2014;22:30:00;26,8;27,6;26,8;76;22,2;0;ESE;0;2,2;SE;26,8;28,9;28,9;27,9;1009,5;0;0;0;0;0;0;0;0;0;0,176;33;61;24,5;40;0;696;1;100;30
Mayo;14;14/05/2014;23:00:00;26;26,7;26;76;21,4;0;S;0;0,4;S;26;27,7;27,7;26,7;1009,7;0,01;0;0;0;0;0;0;0;0;0,16;32,6;62;24,4;39,3;0,001;694;1;100;30
Mayo;14;14/05/2014;23:30:00;26,2;26,3;26;76;21,7;0;S;0;0,4;S;26,2;28,1;28,1;27;1009,7;0;0;0;0;0;0;0;0;0;0,164;32,4;62;24,2;38,8;0;700;1;100;30
Mayo;15;15/05/2014;0:00:00;25,9;26,3;25,9;76;21,4;0;---;0;0;---;25,9;27,6;27,6;26,6;1009,3;0;0;0;0;0;0;0;0;0;0,159;32,1;63;24,2;38,3;0,001;701;1;100;30
Mayo;15;15/05/2014;0:30:00;25,7;25,9;25,7;76;21,1;0;---;0;0;---;25,7;27,2;27,2;26,2;1009;0;0;0;0;0;0;0;0;0;0,153;31,9;64;24,2;38;0;698;1;100;30
Mayo;15;15/05/2014;1:00:00;25,6;25,7;25,6;76;21;0;---;0;0;---;25,6;27,1;27,1;26;1009;0;0;0;0;0;0;0;0;0;0,15;31,8;64;24,1;37,7;0,001;697;1;100;30
Mayo;15;15/05/2014;1:30:00;25,5;25,6;25,5;76;21;0;---;0;0;---;25,5;27;27;25,9;1009;0;0;0;0;0;0;0;0;0;0,149;31,6;64;23,9;37;0;690;1;100;30
Mayo;15;15/05/2014;2:00:00;25,6;25,6;25,5;76;21;0;---;0;0;---;25,6;27,1;27,1;26;1008,7;0;0;0;0;0;0;0;0;0;0,15;31,4;65;24,1;36,9;0,001;689;1;100;30
Mayo;15;15/05/2014;2:30:00;25,4;25,6;25,4;76;20,9;0;---;0;0;---;25,4;26,9;26,9;25,8;1008,7;0;0;0;0;0;0;0;0;0;0,148;31,2;65;23,9;36,3;0;691;1;100;30
Mayo;15;15/05/2014;3:00:00;25,4;25,4;25,4;76;20,8;0;---;0;0;---;25,4;26,9;26,9;25,8;1009;0;0;0;0;0;0;0;0;0;0,147;31,1;66;24;36,2;0,001;696;1;100;30
Mayo;15;15/05/2014;3:30:00;25,3;25,4;25,3;76;20,7;0;---;0;0;---;25,3;26,8;26,8;25,7;1009;0;0;0;0;0;0;0;0;0;0,145;30,9;66;23,8;36,1;0;691;1;100;30
Mayo;15;15/05/2014;4:00:00;25,1;25,3;25,1;76;20,5;0;---;0;0;---;25,1;26,5;26,5;25,4;1009,4;0;0;0;0;0;0;0;0;0;0,14;30,7;66;23,6;35,8;0,001;697;1;100;30
Mayo;15;15/05/2014;4:30:00;24,8;25,1;24,8;76;20,3;0;---;0;0;---;24,8;26,3;26,3;25,2;1009,6;0;0;0;0;0;0;0;0;0;0,135;30,6;67;23,8;35,8;0;698;1;100;30
Mayo;15;15/05/2014;5:00:00;24,6;24,8;24,6;76;20,1;0;---;0;0;---;24,6;26;26;25,1;1009,9;0;0;0;0;0;0;0;0;0;0,131;30,5;67;23,7;35,6;0,001;695;1;100;30
Mayo;15;15/05/2014;5:30:00;24,7;24,7;24,6;77;20,4;0;---;0;0;---;24,7;26,1;26,1;25,2;1010,1;0;0;0;0;0;0;0;0;0;0,132;30,4;67;23,6;35,4;0;700;1;100;30
Mayo;15;15/05/2014;6:00:00;24,7;24,7;24,6;77;20,4;0;---;0;0;---;24,7;26,1;26,1;25,4;1010,3;0;0;8;0,34;21;0;0;0;0;0,132;30,3;68;23,7;35,3;0;700;1;100;30
Mayo;15;15/05/2014;6:30:00;24,9;24,9;24,6;77;20,6;0;---;0;0;---;24,9;26,4;26,4;26,6;1010,5;0;0;42;1,81;62;0;0;0;0;0,137;30,2;68;23,6;35,1;0;694;1;100;30
Mayo;15;15/05/2014;7:00:00;25,6;25,6;24,9;76;21;0;---;0;0;---;25,6;27,1;27,1;28,3;1010,7;0;0;88;3,78;113;0;0;0;0;0,15;30,2;68;23,6;35,1;0,002;689;1;100;30
Mayo;15;15/05/2014;7:30:00;26,7;26,7;25,6;76;22,1;0;---;0;0;---;26,7;28,9;28,9;31;1011,1;0;0;137;5,89;158;0;0;0;0;0,175;30,2;68;23,6;35,1;0;693;1;100;30
Mayo;15;15/05/2014;8:00:00;27,5;27,6;26,7;76;22,9;0;---;0;0;---;27,5;30,4;30,4;33,2;1011,5;0;0;174;7,48;185;0;0;0;0;0,191;29,8;61;21,5;32,9;0,004;698;1;100;30
Mayo;15;15/05/2014;8:30:00;28,4;28,4;27,6;75;23,6;0;---;0;0;---;28,4;32,6;32,6;35,8;1011,6;0;0;202;8,69;250;0,3;0,06;0,7;0;0,211;29,6;56;19,9;31,6;0;697;1;100;30
Mayo;15;15/05/2014;9:00:00;29,4;29,4;28,4;74;24,3;0;S;0;0,4;S;29,4;34,6;34,6;39,3;1011,6;0;0;301;12,94;526;1,2;0,26;2,2;0;0,231;29,4;51;18,2;30,5;0,007;698;1;100;30
Mayo;15;15/05/2014;9:30:00;30,7;30,7;29,5;73;25,3;0;SW;0;1,3;SW;30,7;37,4;37,4;43,4;1011,8;0;0;413;17,76;717;2,1;0,45;3,6;0;0,258;29,5;48;17,3;30,3;0;696;1;100;30
Mayo;15;15/05/2014;10:00:00;30,9;31,1;30,7;71;25,1;0;S;0;2,2;W;30,9;37,2;37,2;42,9;1011,7;0;0;383;16,47;631;2,4;0,51;3,7;0;0,263;29,6;45;16,4;30,2;0,011;695;1;100;30
Mayo;15;15/05/2014;10:30:00;31,4;31,4;30,9;73;26;0;SW;0;1,3;SW;31,4;39,1;39,1;45,1;1011,9;0;0;423;18,19;573;2,8;0,6;3,7;0;0,272;29,9;45;16,7;30,6;0;696;1;100;30
Mayo;15;15/05/2014;11:00:00;31,8;31,8;31,4;71;25,9;0;SW;0;1,3;SW;31,8;39,8;39,8;46,4;1011,9;0;0;517;22,23;601;3,9;0,84;4,7;0;0,28;29,9;44;16,4;30,4;0,013;697;1;100;30
Mayo;15;15/05/2014;11:30:00;32,3;32,3;31,7;69;25,9;0,4;W;0,8;2,7;SE;32,3;41;41;50,5;1011,4;0;0;713;30,66;944;5,8;1,24;7,5;0;0,292;30,2;43;16,2;30,7;0;696;1;100;30
Mayo;15;15/05/2014;12:00:00;32,2;32,9;32,2;69;25,8;0;NNE;0;2,2;E;32,2;40,7;40,7;48,7;1010,9;0;0;607;26,1;991;5,3;1,14;7,8;0;0,289;30,4;42;16;30,8;0,018;698;1;100;30
Mayo;15;15/05/2014;12:30:00;32,8;33,1;32,2;68;26,1;0;SSE;0;2,7;SE;32,8;42,2;42,2;51,9;1010,4;0;0;697;29,97;916;6,1;1,31;7,3;0;0,302;30,8;39;15,3;30,8;0;698;1;100;30
Mayo;15;15/05/2014;13:00:00;33,2;33,2;32,8;70;27;0,9;W;1,61;2,7;SW;33,2;44,2;44,2;55,4;1010;0;0;767;32,99;935;5,7;1,22;6,7;0;0,31;31,3;41;16,5;31,8;0,02;699;1;100;30
Mayo;15;15/05/2014;13:30:00;31,4;33,3;31,4;68;24,8;0,9;NNW;1,61;4,5;SE;31,4;37,6;37,6;44,2;1010;0;0;459;19,74;810;3,2;0,69;5,9;0;0,272;31,9;45;18,5;33,6;0;695;1;100;30
Mayo;15;15/05/2014;14:00:00;27,1;31,3;27,1;75;22,2;1,3;ESE;2,41;4,9;S;27,1;29,4;29,4;30,8;1009,7;0,01;0;106;4,56;128;0;0;0;0;0,182;32;45;18,6;33,7;0,008;698;1;100;30
Mayo;15;15/05/2014;14:30:00;26,3;27,1;26,3;75;21,5;0;SW;0;2,7;E;26,3;28,1;28,1;28,3;1009,7;0,03;0,17;49;2,11;62;0;0;0,5;0;0,167;31,4;46;18,4;33;0;695;1;100;30
Mayo;15;15/05/2014;15:00:00;26,1;26,3;26,1;76;21,5;0,4;NNE;0,8;3,1;NW;26,1;27,8;27,8;28,2;1009,4;0,02;0,08;53;2,28;63;0;0;0;0;0,161;30,9;46;18;32,1;0,002;697;1;100;30
Mayo;15;15/05/2014;15:30:00;25,8;26,1;25,8;76;21,3;0,4;NNE;0,8;2,7;NW;25,8;27,5;27,5;27,7;1008,5;0;0;43;1,85;62;0;0;0;0;0,156;30,3;45;17;31;0;689;1;100;30
Mayo;15;15/05/2014;16:00:00;26,2;26,2;25,9;75;21,4;0;N;0;1,3;N;26,2;27,9;27,9;28,1;1008,4;0;0;40;1,72;51;0;0;0;0;0,163;29,8;44;16,3;30,3;0,001;692;1;100;30
Mayo;15;15/05/2014;16:30:00;26,4;26,4;26,2;75;21,6;0;N;0;0,4;N;26,4;28,2;28,2;28,3;1008,7;0;0;33;1,42;47;0;0;0;0;0,168;29,4;43;15,5;29,8;0;695;1;100;30
Mayo;15;15/05/2014;17:00:00;26,4;26,4;26,4;75;21,6;0;---;0;0;---;26,4;28,2;28,2;27,9;1009,5;0;0;17;0,73;21;0;0;0;0;0,168;29,9;46;17,1;30,7;0,001;699;1;100;30
Mayo;15;15/05/2014;17:30:00;26;26,4;25,9;75;21,2;0;WSW;0;1,8;WSW;26;27,6;27,6;26,8;1009,6;0;0;13;0,56;14;0;0;0;0;0,16;30,2;48;17,9;31,3;0;702;1;100;30
Mayo;15;15/05/2014;18:00:00;25,9;26;25,9;75;21,1;0;WSW;0;0,9;WSW;25,9;27,4;27,4;26,6;1009,8;0;0;9;0,39;11;0;0;0;0;0,157;30,3;51;19;31,9;0,001;700;1;100;30
Mayo;15;15/05/2014;18:30:00;25,7;25,9;25,7;75;20,9;0;---;0;0;---;25,7;27,2;27,2;26,2;1009,4;0;0;0;0;5;0;0;0;0;0,153;30,2;54;19,8;32,2;0;701;1;100;30
Mayo;15;15/05/2014;19:00:00;25,6;25,7;25,6;75;20,8;0;---;0;0;---;25,6;27,1;27,1;26,1;1009,6;0;0;0;0;0;0;0;0;0;0,152;30,1;55;20;32,2;0;698;1;100;30
Mayo;15;15/05/2014;19:30:00;25,6;25,7;25,6;76;21,1;0;---;0;0;---;25,6;27,2;27,2;26,2;1010,1;0;0;0;0;0;0;0;0;0;0,152;29,9;57;20,5;32,3;0;699;1;100;30
Mayo;15;15/05/2014;20:00:00;25,4;25,6;25,4;76;20,9;0;---;0;0;---;25,4;26,9;26,9;26;1010,5;0;0;0;0;0;0;0;0;0;0,148;29,9;58;20,8;32,6;0,001;699;1;100;30
Mayo;15;15/05/2014;20:30:00;25,5;25,5;25,4;76;21;0;---;0;0;---;25,5;27;27;26,1;1011,2;0;0;0;0;0;0;0;0;0;0,149;29,8;59;21;32,5;0;701;1;100;30
Mayo;15;15/05/2014;21:00:00;25,3;25,5;25,3;76;20,8;0;---;0;0;---;25,3;26,8;26,8;25,9;1011,4;0;0;0;0;0;0;0;0;0;0,146;29,7;60;21,1;32,4;0,001;697;1;100;30
Mayo;15;15/05/2014;21:30:00;25,4;25,4;25,3;77;21,1;0;---;0;0;---;25,4;27;27;26,1;1011,4;0;0;0;0;0;0;0;0;0;0,147;29,6;61;21,3;32,4;0;699;1;100;30
Mayo;15;15/05/2014;22:00:00;25,3;25,4;25,3;77;21;0;---;0;0;---;25,3;26,9;26,9;25,9;1011,6;0;0;0;0;0;0;0;0;0;0,146;29,5;62;21,5;32,4;0,001;701;1;100;30
Mayo;15;15/05/2014;22:30:00;25,1;25,3;25,1;77;20,8;0;---;0;0;---;25,1;26,6;26,6;25,7;1011,7;0;0;0;0;0;0;0;0;0;0,141;29,4;63;21,6;32,3;0;703;1;100;30
Mayo;15;15/05/2014;23:00:00;25,1;25,1;25,1;77;20,8;0;---;0;0;---;25,1;26,6;26,6;25,7;1011,7;0;0;0;0;0;0;0;0;0;0,141;29,4;64;21,9;32,6;0,001;701;1;100;30
Mayo;15;15/05/2014;23:30:00;24,9;25,1;24,9;78;20,8;0;---;0;0;---;24,9;26,5;26,5;25,6;1011,6;0;0;0;0;0;0;0;0;0;0,138;29,3;64;21,8;32,3;0;701;1;100;30
Mayo;16;16/05/2014;0:00:00;25;25,1;24,9;78;20,9;0;---;0;0;---;25;26,6;26,6;25,6;1011,2;0;0;0;0;0;0;0;0;0;0,139;29,2;65;21,9;32,3;0,001;701;1;100;30
Mayo;16;16/05/2014;0:30:00;24,8;25;24,8;78;20,7;0;---;0;0;---;24,8;26,3;26,3;25,4;1010,6;0;0;0;0;0;0;0;0;0;0,134;29,2;66;22,2;32,5;0;701;1;100;30
Mayo;16;16/05/2014;1:00:00;24,7;24,8;24,7;79;20,8;0;---;0;0;---;24,7;26,3;26,3;25,4;1010,5;0;0;0;0;0;0;0;0;0;0,133;29,1;66;22,1;32,3;0,001;699;1;100;30
Mayo;16;16/05/2014;1:30:00;24,7;24,7;24,6;79;20,8;0;---;0;0;---;24,7;26,2;26,2;25,3;1010;0;0;0;0;0;0;0;0;0;0,132;28,9;67;22,2;32,3;0;701;1;100;30
Mayo;16;16/05/2014;2:00:00;24,5;24,7;24,5;79;20,6;0;---;0;0;---;24,5;26,1;26,1;25,1;1009,6;0;0;0;0;0;0;0;0;0;0,128;28,9;67;22,2;32,3;0,001;701;1;100;30
Mayo;16;16/05/2014;2:30:00;24,4;24,5;24,4;79;20,5;0;---;0;0;---;24,4;25,9;25,9;24,9;1009,2;0;0;0;0;0;0;0;0;0;0,126;28,8;68;22,3;32,2;0;702;1;100;30
Mayo;16;16/05/2014;3:00:00;24,4;24,4;24,4;79;20,5;0;---;0;0;---;24,4;25,9;25,9;24,9;1009,2;0;0;0;0;0;0;0;0;0;0,126;28,7;68;22,2;31,9;0,001;701;1;100;30
Mayo;16;16/05/2014;3:30:00;24,2;24,4;24,2;80;20,6;0;---;0;0;---;24,2;25,7;25,7;24,7;1009,1;0;0;0;0;0;0;0;0;0;0,123;28,6;68;22,1;31,7;0;700;1;100;30
Mayo;16;16/05/2014;4:00:00;24,2;24,2;24,2;80;20,5;0;---;0;0;---;24,2;25,7;25,7;24,7;1009,3;0;0;0;0;0;0;0;0;0;0,122;28,6;69;22,4;31,8;0,001;698;1;100;30
Mayo;16;16/05/2014;4:30:00;24;24,2;24;80;20,3;0;---;0;0;---;24;25,4;25,4;24,4;1009,6;0,01;0;0;0;0;0;0;0;0;0,118;28,5;69;22,3;31,6;0;701;1;100;30
Mayo;16;16/05/2014;5:00:00;24;24,1;24;80;20,3;0;---;0;0;---;24;25,4;25,4;24,6;1009,8;0;0;0;0;0;0;0;0;0;0,118;28,4;69;22,2;31,3;0,001;701;1;100;30
Mayo;16;16/05/2014;5:30:00;23,9;24,1;23,9;80;20,3;0;---;0;0;---;23,9;25,3;25,3;24,4;1009,9;0;0;0;0;0;0;0;0;0;0,117;28,4;69;22,2;31,3;0;700;1;100;30
Mayo;16;16/05/2014;6:00:00;24;24;23,8;81;20,5;0;---;0;0;---;24;25,5;25,5;24,8;1010,2;0;0;6;0,26;16;0;0;0;0;0,118;28,3;70;22,3;31,2;0;702;1;100;30
Mayo;16;16/05/2014;6:30:00;24,3;24,3;24;81;20,8;0;---;0;0;---;24,3;25,9;25,9;25,7;1010,7;0;0;27;1,16;37;0;0;0;0;0,124;28,3;70;22,3;31,2;0;700;1;100;30
Mayo;16;16/05/2014;7:00:00;24,7;24,8;24,3;81;21,2;0;---;0;0;---;24,7;26,4;26,4;26,8;1011,1;0;0;54;2,32;72;0;0;0;0;0,133;28,3;70;22,3;31,2;0,001;700;1;100;30
Mayo;16;16/05/2014;7:30:00;25,1;25,1;24,7;81;21,6;0;---;0;0;---;25,1;26,8;26,8;28,2;1011,3;0;0;100;4,3;125;0;0;0;0;0,14;28,3;70;22,3;31,2;0;701;1;100;30
Mayo;16;16/05/2014;8:00:00;25,6;25,6;25,1;80;21,9;0;---;0;0;---;25,6;27,5;27,5;29,7;1011,5;0;0;145;6,24;162;0;0;0;0;0,152;27,2;61;19;28,3;0,003;699;1;100;30
Mayo;16;16/05/2014;8:30:00;26,7;26,7;25,6;78;22,5;0;---;0;0;---;26,7;28,9;28,9;32,1;1011,5;0;0;204;8,77;258;0,2;0,04;0,8;0;0,174;26,4;56;16,9;26,8;0;698;1;100;30
Mayo;16;16/05/2014;9:00:00;27,5;27,5;26,7;77;23,1;0;WSW;0;0,4;WSW;27,5;30,5;30,5;34,9;1011,7;0;0;288;12,39;309;1,1;0,24;1,3;0;0,191;26,1;53;15,8;26,3;0,006;700;1;100;30
Mayo;16;16/05/2014;9:30:00;28,5;28,5;27,5;77;24,1;0;WSW;0;1,3;WSW;28,5;33,1;33,1;38,5;1011,7;0;0;367;15,78;436;1,9;0,41;2,5;0;0,212;26,3;52;15,6;26,5;0;697;1;100;30
Mayo;16;16/05/2014;10:00:00;29,2;29,2;28,5;76;24,6;0;WSW;0;0,4;WSW;29,2;34,6;34,6;39,9;1011,5;0;0;363;15,61;441;2,4;0,51;3;0;0,227;26,4;53;16;26,6;0,009;698;1;100;30
Mayo;16;16/05/2014;10:30:00;30,2;30,2;29,2;75;25,3;0;S;0;1,8;S;30,2;36,7;36,7;44,5;1011,3;0;0;608;26,15;728;4,4;0,94;5,5;0;0,248;26,7;51;15,7;26,8;0;700;1;100;30
Mayo;16;16/05/2014;11:00:00;30,9;30,9;30,2;72;25,3;0;W;0;1,8;S;30,9;37,4;37,4;47,2;1011;0;0;748;32,17;814;6;1,29;6,7;0;0,262;27,3;52;16,6;27,7;0,018;698;1;100;30
Mayo;16;16/05/2014;11:30:00;31,8;31,9;30,9;71;25,9;0;WSW;0;2,2;WSW;31,8;40;40;51,6;1010,7;0;0;871;37,46;912;7,2;1,54;7,6;0;0,281;28,1;53;17,6;28,8;0;697;1;100;30
Mayo;16;16/05/2014;12:00:00;32,1;32,2;31,7;70;25,9;0,4;W;0,8;2,2;SSW;32,1;40,6;40,6;51,4;1010,3;0;0;798;34,32;979;6,8;1,46;8,1;0;0,287;28,6;52;17,8;29,6;0,022;694;1;100;30
Mayo;16;16/05/2014;12:30:00;32,6;32,6;32;69;26,1;0,4;W;0,8;2,2;W;32,6;41,7;41,7;52,3;1009,9;0;0;764;32,86;1053;5,7;1,22;7,2;0;0,296;28,8;45;15,7;29,4;0;693;1;100;30
Mayo;16;16/05/2014;13:00:00;32,6;32,7;32,3;68;25,9;0;NNW;0;2,2;NW;32,6;41,3;41,3;47,6;1009,5;0;0;429;18,45;997;4;0,86;6,7;0;0,296;28,8;46;16,1;29,5;0,016;692;1;100;30
Mayo;16;16/05/2014;13:30:00;33,7;33,8;32,5;65;26,2;0,4;NNW;0,8;2,7;NNW;33,7;43,8;43,8;56,4;1008,7;0;0;833;35,82;1025;5,7;1,22;6,9;0;0,321;29,5;49;17,7;30,4;0;694;1;100;30
Mayo;16;16/05/2014;14:00:00;34;34,2;33,7;65;26,5;0,4;NNW;0,8;2,7;WSW;34;44,6;44,6;59;1008,2;0;0;892;38,36;984;5,3;1,14;6,1;0;0,326;30,1;49;18,2;31,2;0,023;696;1;100;30
Mayo;16;16/05/2014;14:30:00;32,4;34,1;32,4;70;26,2;0,9;NNW;1,61;3,6;SW;32,4;41,6;41,6;47,5;1007,8;0;0;371;15,96;858;2;0,43;4,4;0;0,293;30,6;49;18,7;32,2;0;697;1;100;30
Mayo;16;16/05/2014;15:00:00;32,5;32,5;32,2;71;26,6;0,9;NNW;1,61;3,6;WSW;32,5;42,3;42,3;49,6;1007,2;0;0;417;17,93;559;1,9;0,41;2,4;0;0,295;30,3;43;16,3;30,8;0,012;698;1;100;30
Mayo;16;16/05/2014;15:30:00;32,9;33,1;32,6;68;26,3;0,9;NW;1,61;4;SW;32,9;42,6;42,6;53,4;1007;0;0;558;24;643;2,1;0,45;2,5;0;0,304;30,2;41;15,5;30,4;0;689;1;100;30
Mayo;16;16/05/2014;16:00:00;33,3;33,3;32,9;66;26,1;0,9;NNW;1,61;3,6;WSW;33,3;42,9;42,9;53,2;1006,8;0;0;499;21,46;552;1,4;0,3;1,8;0;0,313;30,4;46;17,5;31,3;0,015;699;1;100;30
