;;;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;;Wind;Wind;ISS ;Arc,
Mes;dia;Date;Time;Out;Temp;Temp;Hum;Pt,;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad,;Energy;Rad, ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;ET ;Samp;Tx ;Recept;Int,
Abril;23;23/04/2014;17:00:00;25,5;25,5;25,3;85;22,8;0;WSW;0;0,4;SSE;25,5;27,7;27,7;27;1007,3;0;0;10;0,43;12;0;0;0;0;0,149;32,1;66;25;39,3;0;702;1;100;30
Abril;23;23/04/2014;17:30:00;25,4;25,6;25,4;84;22,5;0;WSW;0;1,8;WSW;25,4;27,6;27,6;26,9;1008,2;0;0;12;0,52;12;0;0;0;0;0,148;32;65;24,6;38,6;0;703;1;100;30
Abril;23;23/04/2014;18:00:00;25,3;25,4;25,3;84;22,4;0;WSW;0;0,4;WSW;25,3;27,4;27,4;26,7;1009,6;0;0;5;0,22;11;0;0;0;0;0,146;31,9;65;24,5;38,3;0;700;1;100;30
Abril;23;23/04/2014;18:30:00;25,4;25,4;25,3;84;22,5;0;WSW;0;0,4;WSW;25,4;27,6;27,6;26,7;1010;0;0;0;0;0;0;0;0;0;0,148;31,7;65;24,3;37,6;0;701;1;100;30
Abril;23;23/04/2014;19:00:00;25,5;25,5;25,4;84;22,6;0;WSW;0;0,4;WSW;25,5;27,7;27,7;26,8;1010;0;0;0;0;0;0;0;0;0;0,149;31,4;65;24,1;36,9;0;695;1;100;30
Abril;23;23/04/2014;19:30:00;25,6;25,6;25,5;84;22,7;0;WSW;0;0,4;WSW;25,6;27,8;27,8;26,9;1010,8;0;0;0;0;0;0;0;0;0;0,152;31,2;65;23,9;36,3;0;701;1;100;30
Abril;23;23/04/2014;20:00:00;25,7;25,8;25,6;84;22,8;0;S;0;1,3;ENE;25,7;28;28;27,2;1010,8;0,01;0;0;0;0;0;0;0;0;0,154;30,9;65;23,6;35,8;0,001;702;1;100;30
Abril;23;23/04/2014;20:30:00;25,4;25,7;25,4;84;22,5;0;SSE;0;1,8;SSE;25,4;27,6;27,6;26,7;1010,6;0,01;0;0;0;0;0;0;0;0;0,148;30,8;66;23,7;35,9;0;703;1;100;30
Abril;23;23/04/2014;21:00:00;25,2;25,4;25,2;84;22,3;0;---;0;0;---;25,2;27,3;27,3;26,4;1010,9;0;0;0;0;0;0;0;0;0;0,144;30,7;66;23,6;35,8;0,001;701;1;100;30
Abril;23;23/04/2014;21:30:00;25,1;25,2;25,1;84;22,2;0;---;0;0;---;25,1;27;27;26,1;1011,6;0,01;0;0;0;0;0;0;0;0;0,14;30,5;66;23,4;35,4;0;700;1;100;30
Abril;23;23/04/2014;22:00:00;25,1;25,1;25;84;22,2;0;---;0;0;---;25,1;27;27;26,1;1012,1;0;0;0;0;0;0;0;0;0;0,14;30,4;67;23,6;35,4;0,001;700;1;100;30
Abril;23;23/04/2014;22:30:00;24,9;25,1;24,9;84;22;0;---;0;0;---;24,9;26,8;26,8;25,9;1012,1;0,01;0;0;0;0;0;0;0;0;0,137;30,3;67;23,5;35,2;0;701;1;100;30
Abril;23;23/04/2014;23:00:00;24,8;24,9;24,8;85;22,1;0;---;0;0;---;24,8;26,8;26,8;25,9;1012;0;0;0;0;0;0;0;0;0;0,135;30,2;68;23,6;35,1;0,001;703;1;100;30
Abril;23;23/04/2014;23:30:00;24,7;24,8;24,7;85;22;0;---;0;0;---;24,7;26,6;26,6;25,7;1011,6;0;0;0;0;0;0;0;0;0;0,132;30,1;68;23,5;34,9;0;697;1;100;30
Abril;24;24/04/2014;0:00:00;24,7;24,7;24,7;85;22;0;---;0;0;---;24,7;26,6;26,6;25,7;1011,1;0;0;0;0;0;0;0;0;0;0,132;29,9;68;23,4;34,6;0,001;702;1;100;30
Abril;24;24/04/2014;0:30:00;24,5;24,7;24,5;85;21,8;0;---;0;0;---;24,5;26,3;26,3;25,4;1010,6;0;0;0;0;0;0;0;0;0;0,128;29,8;69;23,5;34,6;0;701;1;100;30
Abril;24;24/04/2014;1:00:00;24,4;24,5;24,4;85;21,8;0;---;0;0;---;24,4;26,2;26,2;25,3;1010,3;0;0;0;0;0;0;0;0;0;0,127;29,7;69;23,4;34,3;0,001;701;1;100;30
Abril;24;24/04/2014;1:30:00;24,4;24,4;24,4;85;21,8;0;---;0;0;---;24,4;26,2;26,2;25,3;1010;0;0;0;0;0;0;0;0;0;0,127;29,6;69;23,3;34,1;0;700;1;100;30
Abril;24;24/04/2014;2:00:00;24,3;24,4;24,3;85;21,6;0;---;0;0;---;24,3;26,1;26,1;25,2;1009,7;0;0;0;0;0;0;0;0;0;0,125;29,5;69;23,2;33,8;0,001;699;1;100;30
Abril;24;24/04/2014;2:30:00;24,3;24,4;24,3;86;21,8;0;---;0;0;---;24,3;26,1;26,1;25,2;1009,3;0;0;0;0;0;0;0;0;0;0,125;29,4;70;23,3;33,7;0;700;1;100;30
Abril;24;24/04/2014;3:00:00;24,1;24,3;24,1;86;21,6;0;---;0;0;---;24,1;25,9;25,9;24,9;1009,5;0;0;0;0;0;0;0;0;0;0,12;29,4;70;23,3;33,7;0,001;702;1;100;30
Abril;24;24/04/2014;3:30:00;24,1;24,1;24,1;86;21,6;0;---;0;0;---;24,1;25,8;25,8;24,8;1009,4;0;0;0;0;0;0;0;0;0;0,119;29,3;70;23,2;33,5;0;703;1;100;30
Abril;24;24/04/2014;4:00:00;24,1;24,2;24,1;86;21,6;0;---;0;0;---;24,1;25,9;25,9;24,9;1009,7;0;0;0;0;0;0;0;0;0;0,12;29,2;70;23,1;33,3;0,001;700;1;100;30
Abril;24;24/04/2014;4:30:00;24,1;24,2;24,1;86;21,6;0;---;0;0;---;24,1;25,9;25,9;24,9;1010,3;0;0;0;0;0;0;0;0;0;0,12;29,1;70;23;33,1;0;699;1;100;30
Abril;24;24/04/2014;5:00:00;24,1;24,2;24,1;86;21,6;0;---;0;0;---;24,1;25,8;25,8;24,8;1010,6;0;0;0;0;0;0;0;0;0;0,119;28,9;71;23,2;33,1;0,001;699;1;100;30
Abril;24;24/04/2014;5:30:00;23,8;24,1;23,8;86;21,3;0;---;0;0;---;23,8;25,5;25,5;24,6;1011;0;0;0;0;0;0;0;0;0;0,115;28,9;71;23,2;33,1;0;702;1;100;30
Abril;24;24/04/2014;6:00:00;23,8;23,8;23,7;86;21,3;0;---;0;0;---;23,8;25,4;25,4;24,6;1011;0;0;9;0,39;25;0;0;0;0;0,113;28,8;71;23;32,8;0;697;1;100;30
Abril;24;24/04/2014;6:30:00;24,3;24,3;23,8;87;22;0;---;0;0;---;24,3;26,1;26,1;26,5;1011,1;0;0;42;1,81;60;0;0;0;0;0,124;28,7;71;22,9;32,5;0;701;1;100;30
Abril;24;24/04/2014;7:00:00;24,7;24,7;24,3;87;22,4;0;---;0;0;---;24,7;26,7;26,7;28;1011,7;0;0;81;3,48;98;0;0;0;0;0,133;28,7;71;22,9;32,5;0,002;698;1;100;30
Abril;24;24/04/2014;7:30:00;25;25;24,7;86;22,5;0;---;0;0;---;25;27,1;27,1;29,1;1012,2;0;0;115;4,95;137;0;0;0;0;0,139;28,8;71;23;32,8;0;699;1;100;30
Abril;24;24/04/2014;8:00:00;25,2;25,2;24,9;86;22,7;0;SSE;0;0,4;SSE;25,2;27,4;27,4;30,6;1012,6;0;0;169;7,27;204;0;0;0;0;0,144;28,3;60;19,8;29,8;0,004;702;1;100;30
Abril;24;24/04/2014;8:30:00;26,1;26,1;25,2;84;23,1;0;SSE;0;0,9;SSE;26,1;28,6;28,6;32,8;1013;0;0;235;10,11;264;0,7;0,15;1;0;0,161;27,8;54;17,6;28,4;0;698;1;100;30
Abril;24;24/04/2014;9:00:00;27,6;27,6;26,1;82;24,3;0;SSE;0;0,4;SSE;27,6;31,6;31,6;36,7;1012,9;0;0;295;12,69;338;1,4;0,3;1,8;0;0,193;27,6;54;17,4;28,1;0,007;698;1;100;30
Abril;24;24/04/2014;9:30:00;29,2;29,2;27,7;80;25,4;0;SW;0;1,8;SSE;29,2;35,2;35,2;44,3;1012,9;0;0;535;23,01;698;3,2;0,69;4,3;0;0,226;27,7;52;16,9;28,1;0;698;1;100;30
Abril;24;24/04/2014;10:00:00;29,8;29,8;29,2;76;25,1;0;SW;0;1,8;SW;29,8;35,8;35,8;44,3;1012,7;0;0;514;22,1;691;3,7;0,79;4,3;0;0,238;27,8;52;17;28,3;0,014;696;1;100;30
Abril;24;24/04/2014;10:30:00;30,6;30,6;29,8;72;25;0,4;W;0,8;2,7;WSW;30,6;36,9;36,9;46,4;1012,5;0;0;581;24,99;717;4,8;1,03;5,9;0;0,256;27,9;50;16,6;28,4;0;694;1;100;30
Abril;24;24/04/2014;11:00:00;31,6;31,6;30,6;69;25,2;0,4;W;0,8;2,2;W;31,6;38,4;38,4;50,2;1012,2;0;0;715;30,75;772;6,3;1,35;6,9;0;0,275;28,5;50;17,1;29,3;0,017;696;1;100;30
Abril;24;24/04/2014;11:30:00;32,3;32,3;31,6;69;25,9;0,4;W;0,8;2,7;SSE;32,3;40,8;40,8;54,1;1011,7;0;0;788;33,89;882;7,5;1,61;8,2;0;0,291;29,1;48;16,9;29,9;0;697;1;100;30
Abril;24;24/04/2014;12:00:00;32,1;32,7;32,1;66;25;0,4;S;0,8;2,7;WNW;32,1;39,3;39,3;50,7;1011,2;0;0;674;28,99;858;6,3;1,35;8;0;0,287;29,6;46;16,8;30,3;0,02;697;1;100;30
Abril;24;24/04/2014;12:30:00;32,9;33,1;32,1;66;25,7;0;WSW;0;2,2;SSE;32,9;41,8;41,8;51,6;1010,7;0;0;563;24,21;807;5,3;1,14;6,8;0;0,304;30,1;41;15,4;30,3;0;700;1;100;30
Abril;24;24/04/2014;13:00:00;32,7;32,9;32,4;66;25,5;0,4;SE;0,8;2,7;SSE;32,7;41,1;41,1;49,2;1010;0;0;461;19,83;809;4,5;0,96;7;0;0,3;30,4;41;15,7;30,7;0,015;702;1;100;30
Abril;24;24/04/2014;13:30:00;33,1;33,3;32,7;65;25,6;0;W;0;1,8;WSW;33,1;41,9;41,9;51,8;1009,4;0;0;525;22,58;860;4,2;0,9;6,8;0;0,308;30,8;42;16,4;31,3;0;701;1;100;30
Abril;24;24/04/2014;14:00:00;32,6;33,1;32,6;67;25,6;0;WSW;0;1,8;WNW;32,6;41;41;46,1;1008,9;0;0;274;11,78;578;1,9;0,41;3,5;0;0,296;30,9;41;16,2;31,2;0,012;700;1;100;30
Abril;24;24/04/2014;14:30:00;32,3;32,6;32;69;25,9;0,9;NNW;1,61;3,1;NW;32,3;41;41;46,7;1008,7;0;0;286;12,3;512;2,2;0,47;3,7;0;0,292;30,8;40;15,7;31;0;701;1;100;30
Abril;24;24/04/2014;15:00:00;32,1;32,3;31,9;70;25,9;1,3;NNW;2,41;4,9;NW;32,1;40,6;40,6;50,1;1008,6;0;0;431;18,54;789;2,6;0,56;3,5;0;0,287;30,8;43;16,8;31,4;0,011;697;1;100;30
Abril;24;24/04/2014;15:30:00;31,6;32,1;31,6;71;25,7;0,9;NNW;1,61;4;NNW;31,6;39,2;39,2;45,4;1008,3;0;0;279;12;464;1;0,21;1,9;0;0,277;30,9;45;17,6;31,9;0;698;1;100;30
Abril;24;24/04/2014;16:00:00;31,8;31,8;31,4;70;25,7;0,4;NW;0,8;3,1;NNW;31,8;39,7;39,7;41,4;1008,3;0;0;215;9,25;404;0,1;0,02;0,6;0;0,281;30,8;44;17,2;31,6;0,008;700;1;100;30
Abril;24;24/04/2014;16:30:00;30,8;31,9;30,8;71;25;1,3;NNW;2,41;4,5;NW;30,8;37,1;37,1;38,6;1008,4;0;0;201;8,64;299;0;0;0;0;0,26;30,7;51;19,4;32,7;0;698;1;100;30
Abril;24;24/04/2014;17:00:00;30,7;30,9;30,7;73;25,3;0,9;NNW;1,61;3,1;NW;30,7;37,3;37,3;39,2;1008,4;0;0;226;9,72;274;0;0;0;0;0,257;31,8;51;20,4;34,6;0,007;694;1;100;30
Abril;24;24/04/2014;17:30:00;29,6;30,7;29,6;79;25,6;0,4;NNE;0,8;2,2;NE;29,6;36;36;36,7;1008,7;0;0;126;5,42;239;0;0;0;0;0,235;32,3;53;21,5;35,9;0;694;1;100;30
Abril;24;24/04/2014;18:00:00;28,7;29,6;28,7;82;25,3;0;NNE;0;1,8;NNE;28,7;34,4;34,4;34,2;1009,3;0;0;47;2,02;83;0;0;0;0;0,215;32,4;55;22,2;36,7;0,003;695;1;100;30
Abril;24;24/04/2014;18:30:00;27,7;28,7;27,7;84;24,7;0;NNE;0;1,3;NNE;27,7;32;32;31,2;1009,6;0,01;0;2;0,09;9;0;0;0;0;0,194;32,3;58;23;37,3;0;700;1;100;30
Abril;24;24/04/2014;19:00:00;26,4;27,7;26,4;85;23,7;0;NNE;0;0,4;NNE;26,4;29,3;29,3;28,4;1009,8;0,01;0;0;0;0;0;0;0;0;0,169;31,9;58;22,6;36,4;0;701;1;100;30
Abril;24;24/04/2014;19:30:00;26;26,4;26;85;23,3;0;NNE;0;0,4;NNE;26;28,6;28,6;27,6;1010,1;0;0;0;0;0;0;0;0;0;0,16;31,7;59;22,7;36,1;0;699;1;100;30
Abril;24;24/04/2014;20:00:00;25,5;26;25,5;85;22,8;0;NNE;0;0,4;NNE;25,5;27,7;27,7;26,8;1010,2;0,01;0;0;0;0;0;0;0;0;0,149;31,3;61;22,9;35,7;0,001;700;1;100;30
Abril;24;24/04/2014;20:30:00;25,3;25,6;25,3;85;22,6;0;NNE;0;0,4;NNE;25,3;27,4;27,4;26,4;1010,4;0,03;0,09;0;0;0;0;0;0;0;0,145;31,1;62;23;35,4;0;701;1;100;30
Abril;24;24/04/2014;21:00:00;25,3;25,3;25,2;85;22,6;0;NNE;0;0,4;NNE;25,3;27,4;27,4;26,4;1010,4;0,02;0,09;0;0;0;0;0;0;0;0,145;30,7;63;22,9;35,1;0,001;700;1;100;30
Abril;24;24/04/2014;21:30:00;25,1;25,2;25,1;85;22,4;0;NNE;0;0,4;NNE;25,1;27,2;27,2;26,2;1010,7;0,01;0,04;0;0;0;0;0;0;0;0,141;30,5;63;22,7;34,8;0;699;1;100;30
Abril;24;24/04/2014;22:00:00;24,9;25,2;24,9;85;22,2;0;NNE;0;0,4;NNE;24,9;26,8;26,8;25,8;1010,7;0;0;0;0;0;0;0;0;0;0,137;30,4;64;22,8;34,7;0,001;702;1;100;30
Abril;24;24/04/2014;22:30:00;24,8;24,9;24,8;85;22,1;0;NNE;0;0,4;NNE;24,8;26,8;26,8;25,8;1010,9;0;0;0;0;0;0;0;0;0;0,135;30,2;65;22,9;34,5;0;700;1;100;30
Abril;24;24/04/2014;23:00:00;24,8;24,9;24,7;85;22,1;0;---;0;0;---;24,8;26,7;26,7;25,7;1010,7;0;0;0;0;0;0;0;0;0;0,134;30,1;65;22,8;34,2;0,001;699;1;100;30
Abril;24;24/04/2014;23:30:00;24,8;24,8;24,7;86;22,3;0;---;0;0;---;24,8;26,7;26,7;25,7;1010,3;0;0;0;0;0;0;0;0;0;0,134;29,8;66;22,8;33,9;0;702;1;100;30
Abril;25;25/04/2014;0:00:00;24,7;24,8;24,7;86;22,2;0;---;0;0;---;24,7;26,7;26,7;25,7;1010,1;0;0;0;0;0;0;0;0;0;0,133;29,7;66;22,7;33,7;0,001;699;1;100;30
Abril;25;25/04/2014;0:30:00;24,6;24,7;24,5;86;22,1;0;---;0;0;---;24,6;26,4;26,4;25,4;1009,8;0;0;0;0;0;0;0;0;0;0,13;29,6;66;22,6;33,4;0;701;1;100;30
Abril;25;25/04/2014;1:00:00;24,6;24,7;24,6;86;22,1;0;---;0;0;---;24,6;26,4;26,4;25,4;1009,3;0;0;0;0;0;0;0;0;0;0,13;29,5;67;22,7;33,4;0,001;700;1;100;30
Abril;25;25/04/2014;1:30:00;24,5;24,6;24,5;86;22;0;---;0;0;---;24,5;26,3;26,3;25,3;1008,9;0;0;0;0;0;0;0;0;0;0,128;29,4;67;22,6;33,1;0;701;1;100;30
Abril;25;25/04/2014;2:00:00;24,4;24,6;24,4;86;21,9;0;---;0;0;---;24,4;26,3;26,3;25,3;1008,5;0;0;0;0;0;0;0;0;0;0,127;29,3;68;22,8;33,1;0,001;702;1;100;30
Abril;25;25/04/2014;2:30:00;24,6;24,6;24,4;86;22,1;0;---;0;0;---;24,6;26,4;26,4;25,4;1008,2;0;0;0;0;0;0;0;0;0;0,13;29,2;68;22,7;32,9;0;701;1;100;30
Abril;25;25/04/2014;3:00:00;24,6;24,6;24,6;86;22,1;0;---;0;0;---;24,6;26,4;26,4;25,4;1008;0;0;0;0;0;0;0;0;0;0,13;29,1;68;22,5;32,7;0,001;699;1;100;30
Abril;25;25/04/2014;3:30:00;24,4;24,6;24,4;86;21,9;0;---;0;0;---;24,4;26,2;26,2;25,2;1008,2;0;0;0;0;0;0;0;0;0;0,126;28,9;69;22,7;32,7;0;698;1;100;30
Abril;25;25/04/2014;4:00:00;24,6;24,6;24,4;86;22,1;0;---;0;0;---;24,6;26,4;26,4;25,4;1008,4;0;0;0;0;0;0;0;0;0;0,13;28,9;69;22,7;32,7;0,001;703;1;100;30
Abril;25;25/04/2014;4:30:00;24,6;24,6;24,6;86;22,1;0;---;0;0;---;24,6;26,5;26,5;25,5;1008,8;0;0;0;0;0;0;0;0;0;0,131;28,8;69;22,6;32,4;0;700;1;100;30
Abril;25;25/04/2014;5:00:00;24,4;24,7;24,4;86;21,9;0;---;0;0;---;24,4;26,3;26,3;25,3;1009,2;0;0;0;0;0;0;0;0;0;0,127;28,7;70;22,7;32,3;0,001;697;1;100;30
Abril;25;25/04/2014;5:30:00;24,2;24,4;24,2;86;21,7;0;---;0;0;---;24,2;25,9;25,9;24,9;1009,6;0;0;0;0;0;0;0;0;0;0,122;28,7;70;22,7;32,3;0;701;1;100;30
Abril;25;25/04/2014;6:00:00;24,1;24,2;24,1;86;21,6;0;---;0;0;---;24,1;25,9;25,9;25,1;1010;0;0;2;0,09;7;0;0;0;0;0,12;28,6;70;22,6;32,1;0;699;1;100;30
Abril;25;25/04/2014;6:30:00;24,6;24,6;24,1;87;22,3;0;---;0;0;---;24,6;26,6;26,6;26,1;1010,6;0;0;10;0,43;12;0;0;0;0;0,131;28,5;71;22,7;31,9;0;701;1;100;30
Abril;25;25/04/2014;7:00:00;25,3;25,3;24,6;87;23;0;---;0;0;---;25,3;27,6;27,6;28,4;1010,9;0;0;60;2,58;118;0;0;0;0;0,145;28,5;71;22,7;31,9;0,001;700;1;100;30
Abril;25;25/04/2014;7:30:00;25,8;25,8;25,3;87;23,4;0;NNE;0;0,4;NNE;25,8;28,4;28,4;31,2;1011,2;0;0;146;6,28;197;0;0;0;0;0,155;28,6;69;22,4;31,8;0;701;1;100;30
Abril;25;25/04/2014;8:00:00;26,5;26,5;25,8;85;23,8;0;NNE;0;0,4;NNE;26,5;29,4;29,4;33,6;1011,2;0;0;219;9,42;381;0,2;0,04;0,7;0;0,17;28,1;59;19,3;29,3;0,005;700;1;100;30
Abril;25;25/04/2014;8:30:00;28,1;28,1;26,5;83;24,9;0;NNE;0;1,8;NNE;28,1;32,9;32,9;40,8;1011,2;0;0;442;19,01;545;1,5;0,32;1,9;0;0,203;27,8;52;17,1;28,4;0;694;1;100;30
Abril;25;25/04/2014;9:00:00;29,7;29,7;28,1;80;25,9;0;NNE;0;2,2;NNE;29,7;36,4;36,4;46,7;1011,2;0;0;583;25,07;636;2,8;0,6;3,5;0;0,237;28,1;55;18,2;29;0,013;697;1;100;30
Abril;25;25/04/2014;9:30:00;31,2;31,2;29,7;73;25,7;0,4;NW;0,8;2,7;WNW;31,2;38,2;38,2;49,9;1011,1;0;0;680;29,24;728;4,2;0,9;4,9;0;0,267;28,5;53;18;29,5;0;698;1;100;30
Abril;25;25/04/2014;10:00:00;31,8;31,9;31,2;69;25,4;0,4;NW;0,8;2,7;N;31,8;39,1;39,1;52;1011,1;0;0;769;33,07;803;5,7;1,22;6,3;0;0,28;28,8;48;16,7;29,7;0,019;695;1;100;30
Abril;25;25/04/2014;10:30:00;33,2;33,2;31,8;68;26,5;0,4;NNW;0,8;2,2;NNW;33,2;43,3;43,3;57,4;1010,8;0;0;844;36,3;879;7;1,5;7,6;0;0,309;29,4;45;16,2;29,9;0;700;1;100;30
Abril;25;25/04/2014;11:00:00;34;34,2;33,2;65;26,5;0,4;W;0,8;2,2;W;34;44,6;44,6;59,4;1010,5;0;0;886;38,1;921;7,8;1,67;8,4;0;0,326;29,9;44;16,4;30,4;0,023;696;1;100;30
Abril;25;25/04/2014;11:30:00;34,2;34,3;33,6;61;25,6;0,4;W;0,8;3,1;NNW;34,2;43,5;43,5;56,3;1010,1;0;0;773;33,24;1014;7,8;1,67;9,2;0;0,331;30,4;43;16,4;30,9;0;698;1;100;30
Abril;25;25/04/2014;12:00:00;34,8;35,4;34,2;60;25,9;0,9;NNW;1,61;3,6;NW;34,8;44,8;44,8;60,1;1009,5;0;0;896;38,53;1021;8,4;1,8;9,4;0;0,343;30,9;45;17,6;31,9;0,023;696;1;100;30
Abril;25;25/04/2014;12:30:00;34,7;34,9;34,6;63;26,6;1,3;NNW;2,41;4,5;SW;34,7;46,1;46,1;58,2;1009,1;0;0;699;30,06;1020;7,5;1,61;9,6;0;0,341;31,4;42;17;32,2;0;701;1;100;30
Abril;25;25/04/2014;13:00:00;35,7;35,7;34,7;60;26,7;1,3;W;2,41;4,5;SW;35,7;47,9;47,9;66,9;1008,4;0;0;1027;44,17;1129;8,9;1,91;9,3;0;0,362;31,8;43;17,7;33;0,026;701;1;100;30
Abril;25;25/04/2014;13:30:00;35,6;35,8;35,4;56;25,4;1,3;N;2,41;4,5;NNW;35,6;45,4;45,4;65,3;1007,9;0;0;1029;44,25;1092;7,8;1,67;8,6;0;0,359;32,5;44;18,7;34,3;0;699;1;100;30
Abril;25;25/04/2014;14:00:00;32,1;35,6;32,1;61;23,6;1,3;NE;2,41;4,9;ESE;32,1;37,7;37,7;50,2;1008;0;0;631;27,14;1183;5;1,07;8;0;0,287;33;43;18,8;34,9;0,025;699;1;100;30
Abril;25;25/04/2014;14:30:00;29,9;32,1;29,9;68;23,3;0,9;ESE;1,61;3,1;ESE;29,9;34,5;34,5;36,2;1007,9;0;0;98;4,21;172;0,1;0,02;0,9;0;0,241;32,7;42;18,1;34,2;0;697;1;100;30
Abril;25;25/04/2014;15:00:00;29,5;29,9;29,5;73;24,1;0;SE;0;2,7;ESE;29,5;34,6;34,6;35,4;1007,5;0;0;56;2,41;60;0;0;0;0;0,233;32;40;16,7;32,6;0,003;696;1;100;30
Abril;25;25/04/2014;15:30:00;29;29,5;29;74;23,9;0;ESE;0;0,4;ESE;29;33,7;33,7;34;1006,8;0;0;34;1,46;46;0;0;0;0;0,222;31,3;38;15,3;31,3;0;694;1;100;30
Abril;25;25/04/2014;16:00:00;28,1;29;28,1;79;24,1;0;---;0;0;---;28,1;32,2;32,2;31,8;1006,6;0,01;0;26;1,12;28;0;0;0;0;0,203;30,6;40;15,5;30,8;0,001;696;1;100;30
Abril;25;25/04/2014;16:30:00;27,2;28,1;27,2;83;24,1;0;---;0;0;---;27,2;30,7;30,7;30,3;1005,9;0;0;25;1,08;26;0;0;0;0;0,185;31,2;43;17,2;31,9;0;694;1;100;30
Abril;25;25/04/2014;17:00:00;26,9;27,3;26,9;84;24;0;SW;0;0,4;SW;26,9;30,3;30,3;29,9;1006,5;0;0;30;1,29;32;0;0;0;0;0,179;31,4;47;18,8;33,2;0,001;695;1;100;30
Abril;25;25/04/2014;17:30:00;26,6;26,9;26,6;84;23,7;0;---;0;0;---;26,6;29,6;29,6;29,1;1007;0,01;0;24;1,03;26;0;0;0;0;0,172;31,4;49;19,4;33,6;0;691;1;100;30
Abril;25;25/04/2014;18:00:00;26,3;26,6;26,3;84;23,4;0;SW;0;0,4;SW;26,3;28,9;28,9;28,3;1007,9;0;0;12;0,52;19;0;0;0;0;0,166;31,3;51;20;33,7;0,001;687;1;100;30
Abril;25;25/04/2014;18:30:00;25,9;26,3;25,9;85;23,2;0;SW;0;0,4;SW;25,9;28,4;28,4;27,6;1008,5;0;0;0;0;5;0;0;0;0;0,159;31,1;54;20,7;33,8;0;688;1;100;30
Abril;25;25/04/2014;19:00:00;25,8;25,9;25,8;85;23,1;0;SW;0;0,9;SW;25,8;28,3;28,3;27,4;1008,6;0;0;0;0;0;0;0;0;0;0,156;30,8;55;20,7;33,6;0;684;1;100;30
Abril;25;25/04/2014;19:30:00;25,9;25,9;25,8;84;23;0;---;0;0;---;25,9;28,3;28,3;27,4;1008,6;0;0;0;0;0;0;0;0;0;0,157;30,6;56;20,8;33,5;0;688;1;100;30
Abril;25;25/04/2014;20:00:00;25,8;25,9;25,8;84;22,9;0;---;0;0;---;25,8;28,1;28,1;27,3;1008,7;0;0;0;0;0;0;0;0;0;0,155;30,5;58;21,3;33,7;0,001;687;1;100;30
Abril;25;25/04/2014;20:30:00;25,6;25,8;25,5;84;22,7;0;---;0;0;---;25,6;27,8;27,8;26,9;1009;0;0;0;0;0;0;0;0;0;0,15;30,3;59;21,4;33,4;0;684;1;100;30
Abril;25;25/04/2014;21:00:00;25,2;25,6;25,2;84;22,3;0;---;0;0;---;25,2;27,2;27,2;26,3;1009,3;0;0;0;0;0;0;0;0;0;0,142;30,1;60;21,4;33,2;0,001;687;1;100;30
Abril;25;25/04/2014;21:30:00;25,2;25,2;25,1;85;22,5;0;---;0;0;---;25,2;27,3;27,3;26,4;1009,7;0;0;0;0;0;0;0;0;0;0,142;29,9;61;21,6;33,2;0;688;1;100;30
Abril;25;25/04/2014;22:00:00;25,2;25,3;25,2;85;22,5;0;---;0;0;---;25,2;27,3;27,3;26,4;1010;0;0;0;0;0;0;0;0;0;0,144;29,7;61;21,4;32,7;0,001;683;1;99,9;30
Abril;25;25/04/2014;22:30:00;25,1;25,3;25,1;85;22,4;0;SW;0;0,4;SW;25,1;27,2;27,2;26,3;1010,6;0;0;0;0;0;0;0;0;0;0,141;29,6;62;21,6;32,6;0;692;1;100;30
